"","spp_name","trait_name","value","unit","kind","source","comment"
"18495","Phlomis crinita","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18496","Phlomis floccosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18497","Phlomis fruticosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18498","Phlomis grandiflora","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18499","Phlomis herba-venti","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"18500","Phlomis italica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18501","Phlomis lanata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18502","Phlomis leucophracta","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18503","Phlomis linearis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18504","Phlomis longifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18505","Phlomis lunariifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18506","Phlomis lychnitis","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18507","Phlomis lycia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18508","Phlomis nissolii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18509","Phlomis purpurea","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18510","Phlomis rigida","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18511","Phlomis russeliana","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18512","Phlomis samia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18513","Phlomis tenorei","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18514","Phlomis viscosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18515","Phlomoides dentosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18516","Phlomoides hybrida","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18517","Phlomoides rotata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18518","Phlomoides tuberosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18519","Phlomoides umbrosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18520","Physostegia angustifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Ozark glade grassland plants",NA
"18521","Pityrodia loricata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18522","Quoya loxocarpa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18523","Plectranthus argentatus","seed dispersal category","Hydrochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18524","Plectranthus graveolens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18525","Plectranthus intraterraneus","seed dispersal category","Hydrochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18526","Plectranthus parviflorus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18527","Plectranthus scutellarioides","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18528","Prasium majus","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18529","Premna acuminata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18530","Premna fulva","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"18531","Premna herbacea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18532","Premna serratifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18533","Premna microphylla","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"18534","Premna tahitensis","seed dispersal category","Hydrochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"18535","Prostanthera althoferi","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18536","Prostanthera ammophila","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18537","Prostanthera arapilensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18538","Prostanthera aspalathoides","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18539","Prostanthera baxteri","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18540","Prostanthera behriana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18541","Prostanthera calycina","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18542","Prostanthera canaliculata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18543","Prostanthera centralis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18544","Prostanthera chlorantha","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18545","Prostanthera cuneata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18546","Prostanthera decussata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18547","Prostanthera denticulata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18548","Prostanthera eurybioides","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18549","Prostanthera florifera","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18550","Prostanthera galbraithiae","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18551","Prostanthera hirtula","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18552","Prostanthera howelliae","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18553","Prostanthera incana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18554","Prostanthera incisa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18555","Prostanthera lasianthos","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18556","Prostanthera melissifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18557","Prostanthera microphylla","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18558","Prostanthera monticola","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18559","Prostanthera nivea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
