Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta_log_lambda[1]	delta_log_lambda[2]	delta_log_lambda[3]	delta_log_lambda[4]	delta_log_lambda[5]	delta_log_lambda[6]	delta_log_lambda[7]	delta_log_lambda[8]	delta_log_lambda[9]	delta_log_mu[1]	delta_log_mu[2]	delta_log_mu[3]	delta_log_mu[4]	delta_log_mu[5]	delta_log_mu[6]	delta_log_mu[7]	delta_log_mu[8]	delta_log_mu[9]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda_global_scale	log_lambda_at_present	log_mu_at_present	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu_global_scale	sigma_lambda[1]	sigma_lambda[2]	sigma_lambda[3]	sigma_lambda[4]	sigma_lambda[5]	sigma_lambda[6]	sigma_lambda[7]	sigma_lambda[8]	sigma_lambda[9]	sigma_mu[1]	sigma_mu[2]	sigma_mu[3]	sigma_mu[4]	sigma_mu[5]	sigma_mu[6]	sigma_mu[7]	sigma_mu[8]	sigma_mu[9]
30	0	-1573.91	-1625.068	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.002971055	0.002968987	0.001839677	0.0007585152	-0.0004095664	0.001110184	0.0008774975	0.0007767385	-0.002587288	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03167585	0.968821	0.965946	0.968819	0.970603	0.971339	0.970941	0.97202	0.972873	0.973629	0.971113	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09301229	0.09215622	0.08914457	0.03556038	0.08769808	0.02997937	0.02375092	0.04672601	0.07552294
31	1	-1558.071	-1625.513	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.002730804	0.0002168915	0.003280164	0.0004103444	-0.0008688534	-0.0005000996	0.008510991	0.000952174	-0.004201191	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.01835128	0.981816	0.979139	0.979351	0.982569	0.982972	0.982118	0.981627	0.990018	0.990961	0.986806	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.04672601	0.02997937	0.07552294	0.03556038	0.02375092	0.09215622	0.08769808	0.09301229	0.08914457
32	0	-1574.11	-1625.268	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0008774975	-0.002587288	-0.0004095664	0.0007767385	0.001839677	0.001110184	-0.002971055	0.0007585152	0.002968987	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03985158	0.960932	0.961776	0.95929	0.958898	0.959643	0.96141	0.962478	0.959622	0.960351	0.963206	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02375092	0.07552294	0.08769808	0.04672601	0.08914457	0.02997937	0.09301229	0.03556038	0.09215622
33	1	-1559.163	-1626.604	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.003280164	-0.002730804	-0.0008688534	0.0002168915	0.008510991	0.0004103444	-0.004201191	-0.0005000996	0.000952174	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.05584625	0.945685	0.948792	0.946204	0.945382	0.945587	0.95367	0.954061	0.950061	0.949586	0.950491	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.04672601	0.02375092	0.02997937	0.08769808	0.03556038	0.08914457	0.09215622	0.09301229
34	0	-1573.946	-1625.104	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0008774975	-0.0004095664	-0.002587288	0.001839677	0.0007767385	-0.002971055	0.001110184	0.002968987	0.0007585152	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03482474	0.965775	0.966622	0.966227	0.96373	0.965505	0.966255	0.963388	0.964458	0.967326	0.96806	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02375092	0.08769808	0.07552294	0.08914457	0.04672601	0.09301229	0.02997937	0.09215622	0.03556038
35	1	-1557.628	-1625.07	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.008510991	-0.0008688534	-0.004201191	0.003280164	0.000952174	-0.002730804	-0.0005000996	0.0002168915	0.0004103444	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03008761	0.970361	0.978654	0.977805	0.973705	0.976904	0.977835	0.975168	0.974681	0.974892	0.975292	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.02375092	0.08914457	0.07552294	0.09301229	0.04672601	0.09215622	0.02997937	0.03556038
36	0	-1573.929	-1625.087	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.002587288	0.0007767385	0.0008774975	0.001110184	-0.0004095664	0.0007585152	0.001839677	0.002968987	-0.002971055	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03380824	0.966757	0.964259	0.965008	0.965855	0.966928	0.966532	0.967266	0.969047	0.971928	0.969045	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.04672601	0.02375092	0.02997937	0.08769808	0.03556038	0.08914457	0.09215622	0.09301229
37	1	-1558.983	-1626.425	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.003280164	-0.002730804	-0.0008688534	0.0002168915	0.008510991	0.0004103444	-0.004201191	-0.0005000996	0.000952174	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.05430694	0.947141	0.950253	0.947662	0.946839	0.947044	0.955139	0.955531	0.951525	0.951049	0.951955	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.04672601	0.02375092	0.02997937	0.08769808	0.03556038	0.08914457	0.09215622	0.09301229
38	0	-1574.592	-1625.75	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0008774975	-0.002587288	-0.0004095664	0.0007767385	0.001839677	0.001110184	-0.002971055	0.0007585152	0.002968987	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.04740235	0.953704	0.954541	0.952074	0.951685	0.952424	0.954178	0.955238	0.952404	0.953126	0.955961	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02375092	0.07552294	0.08769808	0.04672601	0.08914457	0.02997937	0.09301229	0.03556038	0.09215622
39	1	-1557.626	-1625.067	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.008510991	-0.004201191	-0.0008688534	0.000952174	0.003280164	-0.0005000996	-0.002730804	0.0004103444	0.0002168915	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03096896	0.969506	0.977792	0.973693	0.972847	0.973774	0.976974	0.976485	0.973822	0.974222	0.974433	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.08914457	0.02375092	0.09301229	0.07552294	0.09215622	0.04672601	0.03556038	0.02997937
40	0	-1573.926	-1625.084	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0008774975	-0.002587288	-0.0004095664	0.0007767385	0.001839677	0.001110184	-0.002971055	0.0007585152	0.002968987	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.02855903	0.971845	0.972698	0.970185	0.969787	0.970541	0.972328	0.973408	0.97052	0.971257	0.974145	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02375092	0.07552294	0.08769808	0.04672601	0.08914457	0.02997937	0.09301229	0.03556038	0.09215622
41	1	-1557.658	-1625.099	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.008510991	-0.004201191	-0.0008688534	0.000952174	0.003280164	-0.0005000996	-0.002730804	0.0004103444	0.0002168915	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.02761902	0.972759	0.981073	0.97696	0.976112	0.977042	0.980252	0.979762	0.97709	0.977491	0.977703	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.08914457	0.02375092	0.09301229	0.07552294	0.09215622	0.04672601	0.03556038	0.02997937
42	0	-1574.181	-1625.338	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.001110184	0.0007767385	0.0007585152	-0.002587288	0.002968987	0.0008774975	-0.002971055	-0.0004095664	0.001839677	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.02111741	0.979104	0.980192	0.980953	0.981698	0.979161	0.982072	0.982935	0.980019	0.979617	0.981421	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02997937	0.04672601	0.03556038	0.07552294	0.09215622	0.02375092	0.09301229	0.08769808	0.08914457
43	1	-1557.993	-1625.434	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.0005000996	0.0004103444	0.000952174	0.0002168915	-0.004201191	-0.002730804	0.008510991	0.003280164	-0.0008688534	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.04297486	0.957935	0.957457	0.957849	0.958762	0.95897	0.95495	0.952345	0.960485	0.963641	0.962804	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09215622	0.03556038	0.09301229	0.02997937	0.08914457	0.04672601	0.08769808	0.07552294	0.02375092
44	0	-1579.167	-1630.325	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.002587288	0.0007767385	0.0008774975	0.001110184	-0.0004095664	0.0007585152	0.001839677	0.002968987	-0.002971055	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.07829944	0.924687	0.922298	0.923015	0.923825	0.924851	0.924473	0.925174	0.926878	0.929634	0.926876	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.04672601	0.02375092	0.02997937	0.08769808	0.03556038	0.08914457	0.09215622	0.09301229
45	1	-1558.013	-1625.454	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.004201191	0.000952174	0.008510991	-0.0005000996	-0.0008688534	0.0004103444	0.003280164	0.0002168915	-0.002730804	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.04330543	0.957619	0.953604	0.954513	0.962671	0.96219	0.961354	0.961749	0.964909	0.965118	0.962486	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08914457	0.09301229	0.08769808	0.09215622	0.02375092	0.03556038	0.07552294	0.02997937	0.04672601
46	0	-1574.195	-1625.353	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.002968987	0.0007585152	-0.002971055	0.001110184	0.001839677	0.0007767385	-0.0004095664	-0.002587288	0.0008774975	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.04155266	0.959299	0.962151	0.962881	0.960025	0.961091	0.962861	0.963609	0.963214	0.960726	0.961569	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09215622	0.03556038	0.09301229	0.02997937	0.08914457	0.04672601	0.08769808	0.07552294	0.02375092
47	1	-1557.736	-1625.178	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.0008688534	0.003280164	0.008510991	-0.002730804	-0.004201191	0.0002168915	0.000952174	0.0004103444	-0.0005000996	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03757045	0.963127	0.96229	0.965452	0.973704	0.971048	0.966977	0.967187	0.968109	0.968506	0.968022	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02375092	0.07552294	0.08769808	0.04672601	0.08914457	0.02997937	0.09301229	0.03556038	0.09215622
48	0	-1573.919	-1625.076	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0008774975	-0.002587288	-0.0004095664	0.0007767385	0.001839677	0.001110184	-0.002971055	0.0007585152	0.002968987	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03296001	0.967577	0.968427	0.965924	0.965529	0.966279	0.968058	0.969134	0.966259	0.966992	0.969867	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02375092	0.07552294	0.08769808	0.04672601	0.08914457	0.02997937	0.09301229	0.03556038	0.09215622
49	1	-1557.822	-1625.264	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.0005000996	0.000952174	0.0004103444	-0.004201191	0.0002168915	0.008510991	-0.002730804	-0.0008688534	0.003280164	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.02258	0.977673	0.977184	0.978115	0.978517	0.974414	0.974626	0.982956	0.980275	0.979424	0.982642	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09215622	0.09301229	0.03556038	0.08914457	0.02997937	0.08769808	0.04672601	0.02375092	0.07552294
50	0	-1573.915	-1625.072	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0007585152	0.001110184	0.002968987	0.0007767385	-0.002971055	-0.002587288	0.001839677	0.0008774975	-0.0004095664	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03249667	0.968026	0.96876	0.969836	0.97272	0.973476	0.970588	0.96808	0.969863	0.970714	0.970316	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.02997937	0.09215622	0.04672601	0.09301229	0.07552294	0.08914457	0.02375092	0.08769808
51	1	-1557.635	-1625.076	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.008510991	-0.0008688534	-0.004201191	0.003280164	0.000952174	-0.002730804	-0.0005000996	0.0002168915	0.0004103444	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.02920874	0.971214	0.979515	0.978664	0.974561	0.977763	0.978695	0.976026	0.975538	0.975749	0.97615	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.02375092	0.08914457	0.07552294	0.09301229	0.04672601	0.09215622	0.02997937	0.03556038
52	0	-1573.965	-1625.123	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.0004095664	0.001839677	0.0008774975	-0.002971055	-0.002587288	0.002968987	0.0007767385	0.0007585152	0.001110184	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03568636	0.964943	0.964548	0.966324	0.967172	0.964303	0.961811	0.964671	0.965421	0.966153	0.967226	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.08914457	0.02375092	0.09301229	0.07552294	0.09215622	0.04672601	0.03556038	0.02997937
53	1	-1557.631	-1625.073	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.0005000996	0.000952174	0.0004103444	-0.004201191	0.0002168915	0.008510991	-0.002730804	-0.0008688534	0.003280164	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03254781	0.967976	0.967492	0.968414	0.968811	0.96475	0.964959	0.973207	0.970553	0.96971	0.972896	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09215622	0.09301229	0.03556038	0.08914457	0.02997937	0.08769808	0.04672601	0.02375092	0.07552294
54	0	-1574.364	-1625.521	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.002587288	0.0008774975	0.0007767385	-0.0004095664	0.001110184	0.001839677	0.0007585152	-0.002971055	0.002968987	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.01822975	0.981935	0.979398	0.980258	0.98102	0.980618	0.981707	0.983515	0.984261	0.981341	0.984259	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.02375092	0.04672601	0.08769808	0.02997937	0.08914457	0.03556038	0.09301229	0.09215622
55	1	-1557.978	-1625.419	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.003280164	-0.002730804	-0.0008688534	0.0002168915	0.008510991	0.0004103444	-0.004201191	-0.0005000996	0.000952174	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.01974695	0.980447	0.983668	0.980986	0.980134	0.980346	0.988725	0.989131	0.984984	0.984492	0.98543	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.04672601	0.02375092	0.02997937	0.08769808	0.03556038	0.08914457	0.09215622	0.09301229
56	0	-1574.265	-1625.423	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.0004095664	0.001839677	0.0008774975	-0.002971055	-0.002587288	0.002968987	0.0007767385	0.0007585152	0.001110184	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.04278962	0.958113	0.957721	0.959484	0.960326	0.957477	0.955003	0.957843	0.958587	0.959315	0.96038	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.08914457	0.02375092	0.09301229	0.07552294	0.09215622	0.04672601	0.03556038	0.02997937
57	1	-1557.688	-1625.129	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.000952174	-0.004201191	-0.0005000996	0.008510991	0.0004103444	-0.0008688534	0.0002168915	0.003280164	-0.002730804	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03592084	0.964717	0.965636	0.961587	0.961107	0.969321	0.969719	0.968877	0.969087	0.972271	0.96962	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09301229	0.08914457	0.09215622	0.08769808	0.03556038	0.02375092	0.02997937	0.07552294	0.04672601
58	0	-1574.501	-1625.659	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.002587288	0.0008774975	0.0007767385	-0.0004095664	0.001110184	0.001839677	0.0007585152	-0.002971055	0.002968987	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.04625632	0.954797	0.95233	0.953166	0.953907	0.953516	0.954575	0.956333	0.957059	0.954219	0.957057	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.02375092	0.04672601	0.08769808	0.02997937	0.08914457	0.03556038	0.09301229	0.09215622
59	1	-1558.24	-1625.681	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.000952174	-0.004201191	-0.0005000996	0.008510991	0.0004103444	-0.0008688534	0.0002168915	0.003280164	-0.002730804	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.01616845	0.983962	0.984899	0.98077	0.980279	0.988658	0.989064	0.988205	0.988419	0.991667	0.988963	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09301229	0.08914457	0.09215622	0.08769808	0.03556038	0.02375092	0.02997937	0.07552294	0.04672601
60	0	-1573.913	-1625.071	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.002968987	-0.002971055	0.0007585152	0.001839677	0.001110184	-0.0004095664	0.0007767385	0.0008774975	-0.002587288	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.0322467	0.968268	0.971147	0.968266	0.969	0.970785	0.971863	0.971465	0.97222	0.973073	0.970559	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09215622	0.09301229	0.03556038	0.08914457	0.02997937	0.08769808	0.04672601	0.02375092	0.07552294
61	1	-1558.855	-1626.296	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.008510991	-0.0008688534	-0.004201191	0.003280164	0.000952174	-0.002730804	-0.0005000996	0.0002168915	0.0004103444	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.01012726	0.989924	0.998385	0.997518	0.993336	0.9966	0.997549	0.994829	0.994331	0.994547	0.994955	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.02375092	0.08914457	0.07552294	0.09301229	0.04672601	0.09215622	0.02997937	0.03556038
62	0	-1574.02	-1625.177	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.002587288	0.0007767385	0.0008774975	0.001110184	-0.0004095664	0.0007585152	0.001839677	0.002968987	-0.002971055	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03755306	0.963143	0.960655	0.961401	0.962245	0.963314	0.962919	0.96365	0.965425	0.968295	0.965423	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.04672601	0.02375092	0.02997937	0.08769808	0.03556038	0.08914457	0.09215622	0.09301229
63	1	-1558.871	-1626.312	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.0004103444	-0.0005000996	0.0002168915	0.000952174	-0.002730804	-0.004201191	0.003280164	0.008510991	-0.0008688534	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.05329613	0.948099	0.948488	0.948014	0.94822	0.949123	0.946535	0.942566	0.945663	0.953746	0.952918	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.09215622	0.02997937	0.09301229	0.04672601	0.08914457	0.07552294	0.08769808	0.02375092
64	0	-1574.426	-1625.584	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.002587288	0.0008774975	0.0007767385	-0.0004095664	0.001110184	0.001839677	0.0007585152	-0.002971055	0.002968987	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.04523711	0.955771	0.953301	0.954138	0.954879	0.954488	0.955549	0.957308	0.958035	0.955192	0.958033	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.02375092	0.04672601	0.08769808	0.02997937	0.08914457	0.03556038	0.09301229	0.09215622
65	1	-1557.974	-1625.416	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.0004103444	-0.0005000996	0.0002168915	0.000952174	-0.002730804	-0.004201191	0.003280164	0.008510991	-0.0008688534	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.04266807	0.958229	0.958623	0.958143	0.958351	0.959264	0.956648	0.952638	0.955768	0.963937	0.9631	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.09215622	0.02997937	0.09301229	0.04672601	0.08914457	0.07552294	0.08769808	0.02375092
