Iteration	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
1940	-1557.793	-1625.234	67.44141	0.977032	0.977962	0.973863	0.973376	0.981695	0.982098	0.981245	0.981458	0.984683	0.981998
1950	-1558.022	-1625.463	67.44141	0.981115	0.984339	0.981654	0.980802	0.981014	0.989399	0.989805	0.985656	0.985163	0.986102
1960	-1557.648	-1625.089	67.44141	0.966602	0.966812	0.964175	0.964571	0.96774	0.967256	0.966416	0.967337	0.975605	0.971515
1970	-1557.757	-1625.199	67.44141	0.976176	0.976388	0.973725	0.974125	0.977325	0.976836	0.975988	0.976918	0.985268	0.981137
1980	-1558.375	-1625.816	67.44141	0.952949	0.953856	0.949857	0.949382	0.957497	0.95789	0.957058	0.957266	0.960411	0.957792
1990	-1559.108	-1626.55	67.44141	0.99192	0.987761	0.988702	0.997153	0.996655	0.995789	0.996198	0.999471	0.999688	0.996961
2000	-1558.598	-1626.039	67.44141	0.987675	0.987889	0.988295	0.9856	0.985107	0.988344	0.989285	0.988426	0.984282	0.992695
2010	-1557.961	-1625.402	67.44141	0.958449	0.958657	0.959051	0.956435	0.955957	0.959098	0.960012	0.959178	0.955157	0.963321
2020	-1558.722	-1626.164	67.44141	0.949434	0.945454	0.946354	0.954443	0.953966	0.953137	0.953529	0.956661	0.956869	0.95426
2030	-1558.189	-1625.631	67.44141	0.955158	0.955551	0.955758	0.95528	0.952675	0.953582	0.956715	0.952704	0.951877	0.960013
2040	-1557.643	-1625.085	67.44141	0.966902	0.967112	0.964474	0.96487	0.96804	0.967556	0.966716	0.967637	0.975908	0.971816
2050	-1557.931	-1625.372	67.44141	0.979694	0.988067	0.983925	0.983071	0.984007	0.98724	0.986746	0.984056	0.984459	0.984673
2060	-1558.288	-1625.729	67.44141	0.95395	0.953473	0.953864	0.954773	0.95498	0.950976	0.948383	0.956489	0.959632	0.958798
2070	-1557.737	-1625.178	67.44141	0.975622	0.976552	0.976063	0.971971	0.97237	0.980681	0.980894	0.980042	0.97737	0.980581
2080	-1558.334	-1625.775	67.44141	0.953411	0.952934	0.953842	0.954234	0.950233	0.950439	0.958563	0.955949	0.955119	0.958257
2090	-1557.704	-1625.145	67.44141	0.974633	0.970547	0.978843	0.979775	0.978925	0.978435	0.98165	0.982053	0.979375	0.979587
2100	-1557.782	-1625.223	67.44141	0.961947	0.962155	0.96255	0.959925	0.959445	0.962598	0.963515	0.962678	0.958642	0.966836
2110	-1560.205	-1627.646	67.44141	0.999007	0.999959	0.999459	0.995269	0.995677	1.00419	1.00441	1.00353	1.0008	1.00408
2120	-1557.85	-1625.291	67.44141	0.960454	0.957835	0.958043	0.96119	0.961585	0.96075	0.96027	0.968477	0.9694	0.965336
2130	-1557.69	-1625.132	67.44141	0.97416	0.971503	0.974695	0.974907	0.97406	0.97446	0.982789	0.982298	0.978179	0.979111
2140	-1558.256	-1625.697	67.44141	0.954327	0.951724	0.954851	0.955058	0.954229	0.95462	0.96278	0.962298	0.958264	0.959177
2150	-1557.68	-1625.121	67.44141	0.965012	0.968183	0.965542	0.964704	0.964913	0.97316	0.97356	0.969478	0.968994	0.969917
2160	-1557.899	-1625.341	67.44141	0.959513	0.959906	0.959426	0.959635	0.960549	0.957929	0.953913	0.957047	0.965228	0.964389
2170	-1557.925	-1625.366	67.44141	0.979587	0.979989	0.980202	0.979712	0.97704	0.977971	0.981184	0.97707	0.976222	0.984566
2180	-1558.622	-1626.063	67.44141	0.950389	0.950595	0.950985	0.948392	0.947918	0.951032	0.951938	0.951111	0.947124	0.955219
2190	-1559.266	-1626.707	67.44141	0.944884	0.944064	0.947166	0.955261	0.952656	0.948662	0.948868	0.949772	0.950162	0.949687
2200	-1557.626	-1625.067	67.44141	0.969387	0.969785	0.969995	0.96951	0.966866	0.967787	0.970967	0.966896	0.966057	0.974314
2210	-1557.883	-1625.324	67.44141	0.978848	0.974745	0.983076	0.984013	0.983158	0.982667	0.985895	0.9863	0.98361	0.983823
2220	-1557.634	-1625.076	67.44141	0.971146	0.972071	0.971585	0.967512	0.967909	0.976182	0.976394	0.975546	0.972886	0.976082
2230	-1557.994	-1625.435	67.44141	0.957912	0.957433	0.958345	0.958739	0.954719	0.954926	0.963088	0.960462	0.959628	0.962781
2240	-1558.449	-1625.891	67.44141	0.986236	0.982102	0.990496	0.99144	0.990579	0.990083	0.993336	0.993744	0.991034	0.991249
2250	-1557.71	-1625.152	67.44141	0.963917	0.964836	0.960791	0.96031	0.968518	0.968916	0.968074	0.968284	0.971466	0.968816
2260	-1559.353	-1626.794	67.44141	0.944229	0.944617	0.944822	0.944349	0.941774	0.942671	0.945769	0.941803	0.940986	0.949028
2270	-1557.703	-1625.144	67.44141	0.974592	0.975521	0.975033	0.970945	0.971344	0.979646	0.979859	0.979008	0.976338	0.979546
2280	-1557.731	-1625.173	67.44141	0.96327	0.959232	0.960146	0.968352	0.967868	0.967028	0.967424	0.970603	0.970813	0.968166
2290	-1559.029	-1626.471	67.44141	0.991318	0.991724	0.991229	0.991444	0.992388	0.989682	0.985533	0.988771	0.997222	0.996356
2300	-1557.698	-1625.139	67.44141	0.964344	0.967512	0.964874	0.964036	0.964245	0.972487	0.972886	0.968807	0.968323	0.969245
2310	-1557.662	-1625.104	67.44141	0.965793	0.966713	0.96266	0.962179	0.970403	0.970801	0.969958	0.970168	0.973356	0.970701
2320	-1559.553	-1626.995	67.44141	0.995039	0.990868	0.991812	1.00029	0.999789	0.998921	0.999331	1.00261	1.00283	1.0001
2330	-1557.649	-1625.09	67.44141	0.972259	0.97247	0.972869	0.970216	0.969731	0.972917	0.973844	0.972998	0.968919	0.9772
2340	-1557.63	-1625.071	67.44141	0.968152	0.976427	0.972334	0.971489	0.972415	0.97561	0.975122	0.972463	0.972862	0.973073
2350	-1558.532	-1625.973	67.44141	0.987052	0.987266	0.984574	0.984978	0.988214	0.98772	0.986862	0.987803	0.996246	0.992069
2360	-1557.632	-1625.073	67.44141	0.967925	0.971106	0.970262	0.967616	0.975887	0.976098	0.972006	0.972405	0.973332	0.972845
2370	-1557.762	-1625.204	67.44141	0.976307	0.979514	0.978664	0.975995	0.984337	0.98455	0.980423	0.980825	0.981759	0.981269
2380	-1557.815	-1625.256	67.44141	0.961186	0.961395	0.961789	0.959167	0.958687	0.961837	0.962753	0.961917	0.957884	0.966072
2390	-1557.627	-1625.068	67.44141	0.969973	0.97316	0.970506	0.969663	0.969873	0.978163	0.978565	0.974462	0.973975	0.974903
2400	-1558.06	-1625.502	67.44141	0.956911	0.957304	0.957511	0.957033	0.954423	0.955332	0.958471	0.954452	0.953624	0.961774
2410	-1558.683	-1626.125	67.44141	0.949798	0.950188	0.950394	0.949919	0.947328	0.948231	0.951346	0.947358	0.946535	0.954625
2420	-1557.631	-1625.073	67.44141	0.970805	0.97173	0.967656	0.967172	0.975439	0.975839	0.974992	0.975203	0.978408	0.975739
2430	-1557.842	-1625.283	67.44141	0.960622	0.956595	0.957506	0.96569	0.965207	0.964369	0.964765	0.967934	0.968144	0.965504
2440	-1558.147	-1625.588	67.44141	0.982816	0.98303	0.983433	0.980751	0.980261	0.983481	0.984418	0.983563	0.97944	0.987812
2450	-1558.701	-1626.142	67.44141	0.988612	0.989554	0.989059	0.984913	0.985317	0.993739	0.993954	0.993091	0.990383	0.993637
2460	-1557.677	-1625.118	67.44141	0.965145	0.965541	0.965059	0.965268	0.966187	0.963553	0.959513	0.962666	0.970894	0.970051
2470	-1557.941	-1625.382	67.44141	0.958781	0.958989	0.956373	0.956766	0.959909	0.959429	0.958596	0.959509	0.967711	0.963654
2480	-1557.701	-1625.142	67.44141	0.974524	0.977725	0.975059	0.974212	0.974424	0.982752	0.983156	0.979034	0.978544	0.979477
2490	-1558.989	-1626.431	67.44141	0.947092	0.947994	0.94752	0.943548	0.943935	0.952003	0.95221	0.951383	0.948789	0.951906
2500	-1557.668	-1625.109	67.44141	0.965527	0.964689	0.972934	0.976131	0.972039	0.969388	0.970311	0.970522	0.970036	0.970435
2510	-1557.626	-1625.067	67.44141	0.968996	0.97218	0.971336	0.968687	0.976966	0.977178	0.973082	0.973481	0.974408	0.973921
2520	-1561.964	-1629.405	67.44141	0.928948	0.926415	0.929459	0.92966	0.928853	0.929234	0.937177	0.936708	0.932781	0.93367
2530	-1558.002	-1625.443	67.44141	0.957792	0.95518	0.958318	0.958526	0.957694	0.958087	0.966276	0.965793	0.961744	0.96266
2540	-1559.967	-1627.409	67.44141	0.997626	0.994905	0.998174	0.998391	0.997524	0.997933	1.00646	1.00596	1.00174	1.0027
2550	-1557.626	-1625.067	67.44141	0.9693	0.968458	0.976736	0.979945	0.975836	0.973175	0.974102	0.974314	0.973827	0.974226
2560	-1557.676	-1625.118	67.44141	0.973608	0.974007	0.974219	0.973731	0.971076	0.972001	0.975195	0.971106	0.970263	0.978556
2570	-1558.27	-1625.711	67.44141	0.954162	0.957297	0.954686	0.953857	0.954064	0.962218	0.962613	0.958578	0.958098	0.959011
2580	-1557.903	-1625.345	67.44141	0.97922	0.97837	0.981584	0.989974	0.987275	0.983135	0.983349	0.984286	0.984689	0.984197
2590	-1558.927	-1626.368	67.44141	0.990512	0.991456	0.987299	0.986805	0.99524	0.995648	0.994784	0.994999	0.998269	0.995546
2600	-1557.627	-1625.069	67.44141	0.968662	0.967821	0.976093	0.9793	0.975195	0.972535	0.973462	0.973673	0.973186	0.973586
2610	-1559.117	-1626.558	67.44141	0.991984	0.992929	0.992433	0.988272	0.988678	0.997129	0.997345	0.996479	0.993761	0.997026
2620	-1557.725	-1625.167	67.44141	0.963452	0.962615	0.970843	0.974032	0.969949	0.967304	0.968225	0.968435	0.967951	0.968348
2630	-1557.647	-1625.088	67.44141	0.972142	0.971656	0.972582	0.972981	0.968902	0.969112	0.977395	0.97473	0.973883	0.977083
2640	-1558.726	-1626.167	67.44141	0.949405	0.94893	0.949834	0.950224	0.946241	0.946446	0.954535	0.951932	0.951106	0.95423
2650	-1558.094	-1625.535	67.44141	0.982121	0.978004	0.978936	0.987303	0.986809	0.985952	0.986357	0.989598	0.989812	0.987113
2660	-1557.636	-1625.077	67.44141	0.967522	0.964883	0.965093	0.968264	0.968661	0.96782	0.967336	0.975604	0.976533	0.972439
2670	-1558.35	-1625.792	67.44141	0.953222	0.950623	0.950829	0.953953	0.954344	0.953515	0.953039	0.961185	0.9621	0.958067
2680	-1558.618	-1626.059	67.44141	0.950424	0.953547	0.950947	0.950121	0.950327	0.95845	0.958843	0.954823	0.954346	0.955255
2690	-1557.699	-1625.14	67.44141	0.964301	0.972543	0.968466	0.967625	0.968546	0.971729	0.971243	0.968594	0.968992	0.969202
2700	-1557.683	-1625.125	67.44141	0.973899	0.973412	0.97434	0.974739	0.970653	0.970863	0.979162	0.976491	0.975643	0.978849
2710	-1557.804	-1625.246	67.44141	0.961427	0.961635	0.959013	0.959407	0.962559	0.962078	0.961242	0.962158	0.970382	0.966313
2720	-1557.705	-1625.147	67.44141	0.964086	0.965005	0.960959	0.960479	0.968688	0.969086	0.968244	0.968454	0.971636	0.968986
2730	-1557.638	-1625.08	67.44141	0.967292	0.963237	0.964154	0.972395	0.971909	0.971065	0.971463	0.974655	0.974867	0.972208
2740	-1560.374	-1627.815	67.44141	0.937453	0.934897	0.937968	0.938172	0.937357	0.937742	0.945757	0.945284	0.941321	0.942218
2750	-1558.71	-1626.152	67.44141	0.949547	0.949937	0.950143	0.949668	0.947078	0.94798	0.951095	0.947108	0.946285	0.954373
2760	-1557.626	-1625.067	67.44141	0.969213	0.970137	0.969652	0.965586	0.965983	0.974239	0.974451	0.973604	0.970949	0.974139
2770	-1557.872	-1625.313	67.44141	0.960023	0.960417	0.960625	0.960145	0.957526	0.958438	0.961587	0.957556	0.956724	0.964902
2780	-1557.887	-1625.329	67.44141	0.959736	0.96289	0.962053	0.95943	0.96763	0.96784	0.963783	0.964178	0.965097	0.964614
2790	-1557.626	-1625.067	67.44141	0.969561	0.969959	0.969474	0.969684	0.970608	0.967961	0.963903	0.96707	0.975336	0.974488
2800	-1557.626	-1625.068	67.44141	0.969873	0.97306	0.972215	0.969563	0.97785	0.978062	0.973962	0.974362	0.97529	0.974802
2810	-1557.626	-1625.068	67.44141	0.968852	0.968011	0.976285	0.979492	0.975386	0.972726	0.973652	0.973864	0.973377	0.973776
2820	-1557.975	-1625.416	67.44141	0.958215	0.961363	0.958742	0.957909	0.958117	0.966306	0.966703	0.96265	0.962169	0.963085
2830	-1557.763	-1625.205	67.44141	0.962399	0.958364	0.959277	0.967476	0.966993	0.966153	0.966549	0.969725	0.969935	0.96729
2840	-1558.273	-1625.715	67.44141	0.984349	0.992762	0.9886	0.987742	0.988683	0.991931	0.991435	0.988731	0.989137	0.989352
2850	-1558.23	-1625.671	67.44141	0.954646	0.962806	0.958769	0.957937	0.958849	0.962	0.961519	0.958897	0.95929	0.959498
2860	-1557.719	-1625.161	67.44141	0.96363	0.961002	0.964159	0.964368	0.963531	0.963926	0.972165	0.971679	0.967605	0.968527
2870	-1557.655	-1625.096	67.44141	0.966185	0.965702	0.966098	0.967019	0.967229	0.963174	0.960547	0.968757	0.97194	0.971096
2880	-1558.989	-1626.431	67.44141	0.947091	0.943121	0.951182	0.952088	0.951261	0.950785	0.953909	0.954301	0.951698	0.951905
2890	-1559.671	-1627.113	67.44141	0.995804	1.00432	1.00344	0.999236	1.00252	1.00347	1.00074	1.00024	1.00045	1.00086
2900	-1557.716	-1625.158	67.44141	0.963731	0.966898	0.964261	0.963423	0.963632	0.971869	0.972268	0.968192	0.967708	0.968629
2910	-1558.132	-1625.574	67.44141	0.982633	0.983569	0.979445	0.978956	0.987323	0.987728	0.98687	0.987085	0.990328	0.987627
2920	-1557.692	-1625.133	67.44141	0.974211	0.973724	0.974651	0.975051	0.970963	0.971174	0.979475	0.976804	0.975956	0.979162
2930	-1557.695	-1625.136	67.44141	0.974315	0.973469	0.98179	0.985015	0.980886	0.978211	0.979143	0.979355	0.978865	0.979267
2940	-1557.959	-1625.401	67.44141	0.980158	0.980371	0.977697	0.978098	0.981312	0.980821	0.97997	0.980903	0.989287	0.98514
2950	-1558.134	-1625.575	67.44141	0.955883	0.95609	0.956483	0.953874	0.953397	0.95653	0.957441	0.95661	0.952599	0.960741
2960	-1558.833	-1626.274	67.44141	0.989745	0.988885	0.992134	1.00061	0.997886	0.993702	0.993918	0.994864	0.995273	0.994775
2970	-1559.519	-1626.96	67.44141	0.943021	0.951081	0.947094	0.946271	0.947173	0.950285	0.94981	0.94722	0.947608	0.947814
2980	-1559.526	-1626.968	67.44141	0.942964	0.939011	0.947037	0.947939	0.947116	0.946643	0.949753	0.950143	0.947552	0.947757
2990	-1557.711	-1625.153	67.44141	0.963886	0.961257	0.961466	0.964625	0.965021	0.964183	0.9637	0.971938	0.972863	0.968785
3000	-1557.64	-1625.082	67.44141	0.971682	0.969032	0.972216	0.972427	0.971582	0.971981	0.980289	0.979799	0.975691	0.97662
3010	-1557.807	-1625.248	67.44141	0.961366	0.961574	0.961969	0.959345	0.958866	0.962016	0.962933	0.962096	0.958063	0.966252
3020	-1558.12	-1625.561	67.44141	0.956075	0.956985	0.952973	0.952497	0.960638	0.961032	0.960198	0.960406	0.963562	0.960934
3030	-1558.1	-1625.541	67.44141	0.982207	0.983142	0.979021	0.978531	0.986895	0.9873	0.986443	0.986657	0.989898	0.987199
3040	-1557.812	-1625.253	67.44141	0.961252	0.961461	0.958839	0.959232	0.962384	0.961903	0.961067	0.961983	0.970205	0.966138
3050	-1559.727	-1627.168	67.44141	0.996156	0.991979	0.992924	1.00141	1.00091	1.00004	1.00045	1.00374	1.00396	1.00122
3060	-1557.672	-1625.114	67.44141	0.965333	0.962701	0.962909	0.966073	0.96647	0.96563	0.965148	0.973397	0.974324	0.97024
3070	-1557.682	-1625.124	67.44141	0.973847	0.973001	0.981318	0.984542	0.980414	0.977741	0.978672	0.978884	0.978395	0.978797
3080	-1557.798	-1625.239	67.44141	0.961571	0.961965	0.962174	0.961693	0.95907	0.959984	0.963138	0.9591	0.958267	0.966458
3090	-1558.01	-1625.452	67.44141	0.957656	0.953642	0.95455	0.962709	0.962228	0.961392	0.961786	0.964946	0.965156	0.962524
3100	-1558.165	-1625.606	67.44141	0.955475	0.958615	0.956	0.95517	0.955377	0.963543	0.963939	0.959897	0.959418	0.960332
3110	-1558.294	-1625.736	67.44141	0.984583	0.980455	0.981389	0.989778	0.989283	0.988423	0.988829	0.992078	0.992293	0.989587
3120	-1558.036	-1625.478	67.44141	0.957265	0.953252	0.95416	0.962316	0.961835	0.960999	0.961394	0.964553	0.964762	0.962131
3130	-1557.668	-1625.109	67.44141	0.965548	0.96471	0.967879	0.976152	0.97349	0.969409	0.969619	0.970543	0.970941	0.970456
3140	-1558.931	-1626.372	67.44141	0.990546	0.9938	0.99109	0.990229	0.990444	0.99891	0.99932	0.99513	0.994633	0.99558
3150	-1558.39	-1625.831	67.44141	0.985623	0.985837	0.983149	0.983552	0.986784	0.98629	0.985434	0.986372	0.994803	0.990633
3160	-1558.212	-1625.653	67.44141	0.983623	0.983132	0.983535	0.984472	0.984686	0.980557	0.977883	0.986242	0.989482	0.988623
3170	-1557.669	-1625.11	67.44141	0.965505	0.966425	0.965942	0.961892	0.962287	0.970512	0.970722	0.969879	0.967234	0.970412
3180	-1557.889	-1625.331	67.44141	0.978969	0.97937	0.979583	0.979093	0.976423	0.977353	0.980564	0.976453	0.975605	0.983944
3190	-1557.65	-1625.092	67.44141	0.972349	0.971504	0.974696	0.983027	0.980346	0.976236	0.976448	0.977378	0.97778	0.977291
3200	-1557.73	-1625.172	67.44141	0.975444	0.978649	0.97598	0.975133	0.975344	0.983681	0.984085	0.979959	0.979469	0.980402
3210	-1557.626	-1625.067	67.44141	0.969573	0.97786	0.973761	0.972915	0.973842	0.977041	0.976553	0.97389	0.97429	0.974501
3220	-1558.357	-1625.798	67.44141	0.953152	0.949156	0.95006	0.958181	0.957702	0.95687	0.957263	0.960408	0.960616	0.957997
3230	-1557.839	-1625.28	67.44141	0.978005	0.978936	0.974832	0.974345	0.982673	0.983076	0.982222	0.982436	0.985663	0.982975
3240	-1558.177	-1625.618	67.44141	0.955321	0.954843	0.955753	0.956145	0.952137	0.952343	0.960483	0.957864	0.957032	0.960177
3250	-1557.803	-1625.244	67.44141	0.961463	0.962379	0.958344	0.957865	0.966052	0.966448	0.965609	0.965819	0.968992	0.966349
3260	-1557.642	-1625.083	67.44141	0.967013	0.967223	0.964586	0.964981	0.968152	0.967668	0.966827	0.967748	0.97602	0.971928
3270	-1557.64	-1625.081	67.44141	0.971613	0.968963	0.972147	0.972358	0.971513	0.971912	0.980219	0.979729	0.975622	0.976551
3280	-1557.636	-1625.078	67.44141	0.971345	0.972271	0.971785	0.967711	0.968108	0.976382	0.976594	0.975746	0.973085	0.976282
3290	-1558.304	-1625.746	67.44141	0.984698	0.985636	0.981504	0.981013	0.989398	0.989804	0.988944	0.989159	0.992409	0.989702
3300	-1557.7	-1625.142	67.44141	0.974514	0.974027	0.974427	0.975355	0.975567	0.971477	0.968828	0.977108	0.980319	0.979467
3310	-1557.642	-1625.083	67.44141	0.966993	0.975259	0.974412	0.970326	0.973514	0.974442	0.971785	0.971299	0.971509	0.971908
3320	-1558.308	-1625.749	67.44141	0.984735	0.982049	0.985276	0.985489	0.984634	0.985038	0.993457	0.99296	0.988798	0.98974
3330	-1557.893	-1625.335	67.44141	0.979042	0.978191	0.986552	0.989794	0.985644	0.982956	0.983892	0.984106	0.983614	0.984018
3340	-1557.695	-1625.136	67.44141	0.974323	0.970239	0.971163	0.979464	0.978974	0.978124	0.978525	0.98174	0.981953	0.979275
3350	-1557.923	-1625.364	67.44141	0.959095	0.962247	0.959622	0.958789	0.958997	0.967194	0.967591	0.963534	0.963053	0.96397
3360	-1557.627	-1625.069	67.44141	0.970204	0.978497	0.974394	0.973548	0.974476	0.977677	0.977188	0.974524	0.974924	0.975135
3370	-1557.735	-1625.177	67.44141	0.975587	0.978792	0.977942	0.975275	0.983611	0.983824	0.9797	0.980102	0.981036	0.980545
3380	-1557.626	-1625.067	67.44141	0.969143	0.969354	0.969752	0.967107	0.966623	0.969799	0.970723	0.96988	0.965814	0.974069
3390	-1557.815	-1625.256	67.44141	0.961194	0.961402	0.961797	0.959174	0.958694	0.961844	0.96276	0.961924	0.957891	0.966079
3400	-1558.062	-1625.503	67.44141	0.981683	0.977567	0.985923	0.986862	0.986005	0.985512	0.98875	0.989155	0.986458	0.986672
3410	-1557.646	-1625.088	67.44141	0.966698	0.964062	0.964271	0.967439	0.967836	0.966995	0.966512	0.974773	0.975702	0.971611
3420	-1558.526	-1625.967	67.44141	0.951342	0.954468	0.951865	0.951038	0.951245	0.959375	0.959769	0.955745	0.955267	0.956178
3430	-1557.811	-1625.252	67.44141	0.977427	0.976578	0.984925	0.988161	0.984019	0.981335	0.98227	0.982483	0.981992	0.982395
3440	-1558.264	-1625.706	67.44141	0.954225	0.962382	0.961546	0.957515	0.960661	0.961576	0.958953	0.958474	0.958682	0.959075
3450	-1558.082	-1625.524	67.44141	0.956598	0.956991	0.956512	0.95672	0.957631	0.95502	0.951016	0.954141	0.962296	0.96146
3460	-1557.82	-1625.262	67.44141	0.977633	0.973534	0.974462	0.982791	0.982299	0.981446	0.981849	0.985075	0.985289	0.982602
3470	-1559.545	-1626.987	67.44141	0.94283	0.938877	0.939771	0.947804	0.94733	0.946507	0.946896	0.950007	0.950213	0.947621
3480	-1558.625	-1626.066	67.44141	0.950359	0.950565	0.950955	0.948362	0.947887	0.951002	0.951908	0.951081	0.947094	0.955189
3490	-1557.642	-1625.083	67.44141	0.967022	0.966539	0.966935	0.967857	0.968066	0.964008	0.961379	0.969596	0.972782	0.971937
3500	-1557.742	-1625.183	67.44141	0.975767	0.975979	0.973317	0.973717	0.976916	0.976427	0.975579	0.976509	0.984855	0.980726
3510	-1558.37	-1625.811	67.44141	0.953003	0.952526	0.952917	0.953825	0.954032	0.950032	0.947441	0.955539	0.958679	0.957846
3520	-1557.663	-1625.105	67.44141	0.965746	0.963113	0.966277	0.966487	0.965647	0.966044	0.974301	0.973814	0.969731	0.970655
3530	-1558.143	-1625.585	67.44141	0.955756	0.955278	0.95567	0.95658	0.956788	0.952777	0.950178	0.9583	0.961448	0.960613
3540	-1559.58	-1627.022	67.44141	0.995216	0.992502	0.992717	0.995978	0.996387	0.995522	0.995024	1.00353	1.00448	1.00027
3550	-1557.684	-1625.125	67.44141	0.973909	0.971253	0.974444	0.974655	0.973809	0.974208	0.982535	0.982044	0.977927	0.978859
3560	-1558.53	-1625.971	67.44141	0.951303	0.948709	0.951826	0.952032	0.951206	0.951596	0.95973	0.95925	0.955228	0.956138
3570	-1557.762	-1625.204	67.44141	0.976306	0.975458	0.983795	0.987028	0.98289	0.980209	0.981143	0.981356	0.980865	0.981268
3580	-1558.073	-1625.515	67.44141	0.956724	0.955893	0.959034	0.967231	0.964593	0.96055	0.960758	0.961673	0.962068	0.961587
3590	-1557.759	-1625.2	67.44141	0.962518	0.962037	0.962953	0.963349	0.95931	0.959518	0.967719	0.96508	0.964242	0.96741
3600	-1557.69	-1625.132	67.44141	0.964611	0.96778	0.965141	0.964303	0.964512	0.972756	0.973155	0.969075	0.968591	0.969513
3610	-1558.022	-1625.463	67.44141	0.981109	0.980618	0.981553	0.981955	0.977839	0.978051	0.98641	0.98372	0.982866	0.986095
3620	-1557.656	-1625.097	67.44141	0.97266	0.975855	0.973194	0.972349	0.97256	0.980873	0.981275	0.977161	0.976673	0.977603
3630	-1557.632	-1625.073	67.44141	0.970846	0.971057	0.971455	0.968806	0.968322	0.971503	0.972429	0.971584	0.967511	0.97578
3640	-1557.705	-1625.146	67.44141	0.974653	0.982984	0.978863	0.978012	0.978944	0.982161	0.981669	0.978992	0.979394	0.979607
3650	-1557.948	-1625.389	67.44141	0.958661	0.958182	0.958575	0.959488	0.959696	0.955673	0.953067	0.961213	0.964371	0.963533
3660	-1558.673	-1626.114	67.44141	0.988363	0.987869	0.988274	0.989216	0.98943	0.985282	0.982595	0.990994	0.99425	0.993386
3670	-1557.766	-1625.207	67.44141	0.962333	0.962542	0.962937	0.960311	0.959831	0.962984	0.963902	0.963064	0.959027	0.967224
