Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
7087	1	-1557.63	-1625.071	67.44141	0.968215	0.965574	0.965784	0.968957	0.969355	0.968513	0.968029	0.976303	0.977233	0.973136
7088	0	-1573.913	-1625.07	51.15772	0.968339	0.965466	0.967244	0.97012	0.969723	0.970459	0.971311	0.972389	0.969877	0.97063
7089	1	-1558.234	-1625.676	67.44141	0.983895	0.983403	0.983807	0.984744	0.984958	0.980828	0.978153	0.986514	0.989755	0.988896
7090	0	-1574.228	-1625.386	51.15772	0.958718	0.956241	0.95708	0.957824	0.957432	0.958495	0.96026	0.960989	0.958138	0.960987
7091	1	-1557.995	-1625.437	67.44141	0.957889	0.958802	0.958323	0.954305	0.954697	0.962857	0.963066	0.962229	0.959605	0.962758
7092	0	-1574.29	-1625.447	51.15772	0.957727	0.957335	0.958175	0.959939	0.957459	0.954619	0.95536	0.958201	0.959265	0.959993
7093	1	-1557.764	-1625.205	67.44141	0.962394	0.962602	0.962997	0.960371	0.959891	0.963045	0.963962	0.963125	0.959087	0.967285
7094	0	-1574.096	-1625.254	51.15772	0.961241	0.958389	0.960154	0.963009	0.962615	0.963345	0.964191	0.965262	0.962768	0.963516
7095	1	-1557.921	-1625.363	67.44141	0.959122	0.958643	0.959036	0.95995	0.960158	0.956133	0.953525	0.961675	0.964835	0.963997
7096	0	-1574.279	-1625.436	51.15772	0.980712	0.983628	0.984374	0.981454	0.982544	0.984354	0.985118	0.984715	0.982171	0.983033
7097	1	-1558.536	-1625.977	67.44141	0.951238	0.959369	0.955347	0.954517	0.955427	0.958566	0.958086	0.955474	0.955866	0.956073
7098	0	-1574.08	-1625.237	51.15772	0.961615	0.962344	0.965206	0.966278	0.963411	0.96416	0.965935	0.963439	0.963045	0.96389
7099	1	-1557.67	-1625.111	67.44141	0.965456	0.968628	0.967787	0.965148	0.973397	0.973608	0.969527	0.969925	0.970849	0.970363
7100	0	-1575.249	-1626.406	51.15772	0.947294	0.950111	0.950832	0.948011	0.949064	0.950812	0.951551	0.951161	0.948703	0.949536
7101	1	-1557.639	-1625.08	67.44141	0.971545	0.974737	0.972079	0.971234	0.971445	0.979748	0.98015	0.976041	0.975553	0.976483
7102	0	-1573.911	-1625.068	51.15772	0.968738	0.966235	0.966986	0.967835	0.96891	0.968513	0.969248	0.971033	0.97392	0.971031
7103	1	-1557.65	-1625.091	67.44141	0.966487	0.967408	0.963352	0.962871	0.9711	0.971499	0.970655	0.970866	0.974056	0.971399
7104	0	-1573.921	-1625.079	51.15772	0.967383	0.966987	0.967836	0.969618	0.967113	0.964244	0.964993	0.967862	0.968937	0.969673
7105	1	-1557.669	-1625.11	67.44141	0.965489	0.973742	0.972896	0.968817	0.972	0.972926	0.970273	0.969788	0.969998	0.970396
7106	0	-1574.731	-1625.888	51.15772	0.952164	0.949703	0.950537	0.951276	0.950886	0.951942	0.953695	0.954419	0.951588	0.954417
7107	1	-1557.74	-1625.181	67.44141	0.975713	0.976643	0.972548	0.972062	0.98037	0.980773	0.979921	0.980134	0.983354	0.980672
7108	0	-1574.081	-1625.239	51.15772	0.961578	0.961184	0.962954	0.963799	0.96094	0.958457	0.961307	0.962054	0.962784	0.963853
7109	1	-1558.163	-1625.604	67.44141	0.955498	0.958637	0.956023	0.955192	0.9554	0.963566	0.963961	0.95992	0.95944	0.960354
7110	0	-1574.839	-1625.997	51.15772	0.987279	0.988046	0.985493	0.986588	0.987454	0.988203	0.987798	0.990736	0.99256	0.989615
7111	1	-1557.686	-1625.128	67.44141	0.964766	0.965685	0.965202	0.961156	0.96155	0.969769	0.969979	0.969137	0.966494	0.969669
7112	0	-1574.287	-1625.445	51.15772	0.98084	0.980438	0.981299	0.983106	0.980566	0.977657	0.978416	0.981326	0.982416	0.983161
7113	1	-1557.766	-1625.208	67.44141	0.976397	0.972304	0.980615	0.981549	0.980696	0.980206	0.983426	0.98383	0.981147	0.98136
7114	0	-1574.518	-1625.676	51.15772	0.983896	0.984643	0.985736	0.988667	0.989436	0.9865	0.983951	0.985763	0.986629	0.986225
7115	1	-1559.067	-1626.508	67.44141	0.991608	0.992553	0.988392	0.987898	0.996342	0.996751	0.995885	0.996101	0.999374	0.996648
7116	0	-1575.692	-1626.85	51.15772	0.943816	0.941377	0.942109	0.942936	0.943983	0.943597	0.944313	0.946051	0.948864	0.946049
7117	1	-1557.945	-1625.387	67.44141	0.958705	0.959619	0.955595	0.955118	0.963281	0.963677	0.96284	0.963049	0.966213	0.963578
7118	0	-1573.909	-1625.067	51.15772	0.969212	0.969948	0.971025	0.973912	0.974669	0.971778	0.969267	0.971051	0.971904	0.971506
7119	1	-1557.627	-1625.068	67.44141	0.970039	0.967393	0.967603	0.970782	0.971181	0.970337	0.969852	0.978142	0.979073	0.974969
7120	0	-1573.914	-1625.072	51.15772	0.968052	0.968902	0.968505	0.966003	0.967782	0.968534	0.96566	0.966733	0.969607	0.970343
7121	1	-1558.957	-1626.399	67.44141	0.990756	0.994011	0.9913	0.990439	0.990654	0.999122	0.999532	0.995341	0.994844	0.995791
7122	0	-1573.949	-1625.107	51.15772	0.96564	0.968511	0.969246	0.96637	0.967444	0.969225	0.969978	0.969581	0.967076	0.967925
7123	1	-1557.636	-1625.077	67.44141	0.967522	0.975792	0.974945	0.970857	0.974047	0.974975	0.972316	0.97183	0.972041	0.97244
7124	0	-1574.094	-1625.252	51.15772	0.961285	0.958801	0.959643	0.960389	0.959996	0.961062	0.962832	0.963562	0.960704	0.96356
7125	1	-1558.527	-1625.968	67.44141	0.987004	0.995441	0.994576	0.990406	0.99366	0.994607	0.991895	0.991399	0.991614	0.992021
7126	0	-1574.283	-1625.44	51.15772	0.980772	0.98037	0.981231	0.983037	0.980497	0.977589	0.978348	0.981257	0.982347	0.983093
7127	1	-1559.616	-1627.058	67.44141	0.99545	1.00396	0.99975	0.998881	0.999833	1.00312	1.00262	0.999882	1.00029	1.00051
7128	0	-1575.799	-1626.957	51.15772	0.994792	0.995665	0.993092	0.992685	0.993457	0.995286	0.996392	0.993436	0.99419	0.997146
7129	1	-1557.638	-1625.079	67.44141	0.967348	0.963292	0.96421	0.972451	0.971965	0.971121	0.971519	0.974711	0.974923	0.972264
7130	0	-1574.884	-1626.041	51.15772	0.987696	0.989515	0.986579	0.986175	0.989108	0.989976	0.990727	0.988167	0.989265	0.990033
7131	1	-1557.944	-1625.385	67.44141	0.958734	0.958942	0.956326	0.956719	0.959862	0.959382	0.958549	0.959462	0.967663	0.963606
7132	0	-1574.081	-1625.239	51.15772	0.961576	0.964435	0.961574	0.962303	0.964075	0.965146	0.964751	0.9655	0.966348	0.963851
7133	1	-1557.644	-1625.085	67.44141	0.971943	0.971099	0.979399	0.982617	0.978497	0.975829	0.976758	0.97697	0.976482	0.976883
7134	0	-1573.909	-1625.067	51.15772	0.969352	0.966477	0.96935	0.971135	0.971872	0.971474	0.972553	0.973407	0.974163	0.971646
7135	1	-1557.79	-1625.231	67.44141	0.976959	0.97789	0.977401	0.973304	0.973703	0.982026	0.982239	0.981385	0.978709	0.981925
7136	0	-1574.978	-1626.136	51.15772	0.949695	0.946878	0.949693	0.951442	0.952164	0.951774	0.952831	0.953668	0.954409	0.951943
7137	1	-1557.873	-1625.314	67.44141	0.960006	0.968211	0.964152	0.963315	0.964232	0.9674	0.966917	0.96428	0.964676	0.964885
7138	0	-1574.493	-1625.651	51.15772	0.954905	0.952437	0.953273	0.954014	0.953623	0.954683	0.956441	0.957166	0.954327	0.957164
7139	1	-1557.721	-1625.162	67.44141	0.975166	0.975377	0.972717	0.973116	0.976314	0.975826	0.974978	0.975907	0.984248	0.980122
7140	0	-1573.921	-1625.079	51.15772	0.967341	0.969122	0.966247	0.965852	0.968723	0.969574	0.97031	0.967802	0.968877	0.96963
7141	1	-1557.664	-1625.105	67.44141	0.973042	0.981359	0.980507	0.976396	0.979604	0.980538	0.977864	0.977375	0.977587	0.977988
7142	0	-1574.035	-1625.193	51.15772	0.962717	0.963465	0.960975	0.962043	0.962887	0.963618	0.963223	0.966087	0.967866	0.964995
7143	1	-1558.436	-1625.878	67.44141	0.986106	0.987046	0.986552	0.982416	0.982819	0.99122	0.991435	0.990574	0.987873	0.991118
7144	0	-1573.987	-1625.145	51.15772	0.974618	0.9721	0.972855	0.973709	0.974791	0.974392	0.975131	0.976927	0.979832	0.976925
7145	1	-1558.02	-1625.461	67.44141	0.957512	0.958424	0.957945	0.953929	0.95432	0.962477	0.962686	0.96185	0.959227	0.962378
7146	0	-1574.025	-1625.182	51.15772	0.963	0.963845	0.961355	0.960961	0.961708	0.963479	0.964549	0.961687	0.962417	0.965279
7147	1	-1557.664	-1625.106	67.44141	0.973078	0.981396	0.980543	0.976432	0.97964	0.980574	0.9779	0.977411	0.977623	0.978024
7148	0	-1573.909	-1625.067	51.15772	0.969466	0.970317	0.96992	0.967414	0.969195	0.969948	0.967071	0.968145	0.971023	0.97176
7149	1	-1557.67	-1625.112	67.44141	0.965432	0.9628	0.963008	0.966172	0.966569	0.96573	0.965247	0.973497	0.974424	0.970339
7150	0	-1574.104	-1625.262	51.15772	0.977629	0.975103	0.975959	0.976718	0.976318	0.977402	0.979202	0.979945	0.977038	0.979943
7151	1	-1557.724	-1625.165	67.44141	0.975259	0.975471	0.975871	0.97321	0.972723	0.975919	0.976849	0.976001	0.971909	0.980216
7152	0	-1574.038	-1625.196	51.15772	0.962642	0.963712	0.964443	0.965192	0.968062	0.965561	0.962696	0.963541	0.965316	0.96492
7153	1	-1558.819	-1626.26	67.44141	0.948558	0.945972	0.946177	0.949285	0.949675	0.94885	0.948376	0.956482	0.957393	0.953379
7154	0	-1573.91	-1625.068	51.15772	0.968803	0.970587	0.967708	0.967312	0.970188	0.97104	0.971776	0.969265	0.970342	0.971096
7155	1	-1558.211	-1625.652	67.44141	0.954888	0.954059	0.962213	0.965375	0.961328	0.958706	0.959619	0.959827	0.959348	0.959741
7156	0	-1575.451	-1626.609	51.15772	0.992359	0.994187	0.99378	0.990831	0.991701	0.99465	0.99208	0.992833	0.993604	0.994708
7157	1	-1558.416	-1625.857	67.44141	0.952498	0.9499	0.953021	0.953228	0.9524	0.952791	0.960935	0.960454	0.956428	0.957339
7158	0	-1574.065	-1625.223	51.15772	0.961961	0.962708	0.963777	0.961287	0.962017	0.962861	0.965724	0.965329	0.962465	0.964237
7159	1	-1558.462	-1625.904	67.44141	0.986368	0.982232	0.983168	0.991572	0.991076	0.990215	0.990621	0.993876	0.994092	0.991381
7160	0	-1575.327	-1626.485	51.15772	0.991427	0.992198	0.989634	0.990733	0.991603	0.992355	0.991949	0.994898	0.99673	0.993773
7161	1	-1557.69	-1625.132	67.44141	0.964608	0.961977	0.962186	0.965347	0.965744	0.964905	0.964423	0.972666	0.973592	0.969511
7162	0	-1573.909	-1625.067	51.15772	0.96917	0.97002	0.967514	0.967118	0.967869	0.969651	0.970729	0.967849	0.968583	0.971463
7163	1	-1557.977	-1625.419	67.44141	0.980438	0.981372	0.977257	0.976769	0.985117	0.985522	0.984666	0.984879	0.988115	0.985421
7164	0	-1574.314	-1625.472	51.15772	0.981236	0.983042	0.980126	0.979725	0.982638	0.9835	0.984247	0.981704	0.982794	0.983558
7165	1	-1557.714	-1625.155	67.44141	0.974951	0.970863	0.971788	0.980094	0.979604	0.978754	0.979155	0.982372	0.982585	0.979906
7166	0	-1574.099	-1625.257	51.15772	0.961174	0.961921	0.959436	0.960501	0.961344	0.962074	0.96168	0.964539	0.966316	0.963449
7167	1	-1558.012	-1625.454	67.44141	0.980975	0.980484	0.981418	0.981821	0.977705	0.977917	0.986276	0.983586	0.982732	0.985961
7168	0	-1573.909	-1625.067	51.15772	0.969267	0.97002	0.971098	0.968589	0.969324	0.970174	0.973059	0.972661	0.969775	0.971561
7169	1	-1557.63	-1625.071	67.44141	0.970631	0.970146	0.970544	0.971469	0.971679	0.967606	0.964967	0.973215	0.976412	0.975564
7170	0	-1573.985	-1625.143	51.15772	0.974535	0.975275	0.976358	0.979261	0.980022	0.977115	0.97459	0.976385	0.977242	0.976842
7171	1	-1557.911	-1625.352	67.44141	0.979348	0.978859	0.979791	0.980193	0.976084	0.976296	0.98464	0.981955	0.981102	0.984326
7172	0	-1574.266	-1625.424	51.15772	0.958101	0.959165	0.959893	0.960638	0.963495	0.961005	0.958154	0.958995	0.960761	0.960368
7173	1	-1557.634	-1625.075	67.44141	0.967697	0.967213	0.96761	0.968532	0.968742	0.964681	0.96205	0.970273	0.973461	0.972615
7174	0	-1574.112	-1625.269	51.15772	0.977788	0.978548	0.976019	0.977103	0.977961	0.978703	0.978302	0.981211	0.983018	0.980102
7175	1	-1558.969	-1626.41	67.44141	0.990848	0.986694	0.995128	0.996076	0.995211	0.994713	0.997981	0.998391	0.995668	0.995884
7176	0	-1573.911	-1625.068	51.15772	0.968727	0.965853	0.968725	0.970509	0.971245	0.970847	0.971926	0.972779	0.973535	0.971019
7177	1	-1557.705	-1625.146	67.44141	0.964107	0.961478	0.964637	0.964846	0.964008	0.964404	0.972647	0.97216	0.968085	0.969007
7178	0	-1574.307	-1625.465	51.15772	0.957453	0.957061	0.958824	0.959665	0.956818	0.954346	0.957184	0.957927	0.958654	0.959719
7179	1	-1557.854	-1625.295	67.44141	0.960375	0.968584	0.967743	0.963686	0.966852	0.967773	0.965134	0.964651	0.96486	0.965256
7180	0	-1574.018	-1625.176	51.15772	0.963181	0.960323	0.962092	0.964952	0.964557	0.965289	0.966137	0.96721	0.964711	0.96546
7181	1	-1557.793	-1625.234	67.44141	0.961685	0.964844	0.962213	0.961378	0.961586	0.969805	0.970203	0.966136	0.965653	0.966572
7182	0	-1574.142	-1625.299	51.15772	0.978384	0.975856	0.976713	0.977472	0.977072	0.978157	0.979958	0.980702	0.977792	0.9807
7183	1	-1559.507	-1626.948	67.44141	0.943104	0.940532	0.940736	0.943827	0.944214	0.943394	0.942923	0.950982	0.951888	0.947897
7184	0	-1576.841	-1627.999	51.15772	0.936374	0.933596	0.936372	0.938096	0.938808	0.938423	0.939466	0.94029	0.941021	0.93859
7185	1	-1558.846	-1626.287	67.44141	0.948318	0.945732	0.945937	0.949045	0.949435	0.94861	0.948136	0.95624	0.957151	0.953138
7186	0	-1573.909	-1625.067	51.15772	0.969412	0.966907	0.967756	0.968508	0.968111	0.969187	0.970971	0.971708	0.968825	0.971706
7187	1	-1557.9	-1625.342	67.44141	0.979167	0.978677	0.979079	0.980012	0.980224	0.976115	0.973453	0.981773	0.984999	0.984143
7188	0	-1575.029	-1626.186	51.15772	0.988998	0.990097	0.990866	0.991618	0.989056	0.991996	0.992867	0.989922	0.989516	0.991339
7189	1	-1558.726	-1626.167	67.44141	0.949401	0.948927	0.949316	0.950221	0.950427	0.946442	0.943861	0.951929	0.955056	0.954227
7190	0	-1575.098	-1626.256	51.15772	0.989593	0.990362	0.987803	0.9889	0.989768	0.990519	0.990114	0.993058	0.994886	0.991935
7191	1	-1557.706	-1625.147	67.44141	0.964071	0.972311	0.968235	0.967394	0.968316	0.971497	0.971012	0.968364	0.968761	0.968971
7192	0	-1574.09	-1625.247	51.15772	0.97732	0.976919	0.978718	0.979577	0.976671	0.974148	0.977044	0.977803	0.978545	0.979632
7193	1	-1557.999	-1625.44	67.44141	0.980769	0.979917	0.988293	0.99154	0.987383	0.98469	0.985629	0.985842	0.985349	0.985754
7194	0	-1573.995	-1625.153	51.15772	0.974868	0.975625	0.976709	0.974185	0.974925	0.97578	0.978682	0.978281	0.975379	0.977175
7195	1	-1559.048	-1626.489	67.44141	0.991462	0.988758	0.988973	0.992222	0.992629	0.991767	0.991271	0.999744	1.0007	0.996501
7196	0	-1574.181	-1625.339	51.15772	0.979111	0.976206	0.978003	0.980911	0.98051	0.981254	0.982115	0.983206	0.980666	0.981428
7197	1	-1557.766	-1625.208	67.44141	0.976405	0.976806	0.976318	0.97653	0.97746	0.974794	0.970708	0.973897	0.982221	0.981368
7198	0	-1573.957	-1625.114	51.15772	0.973468	0.974549	0.975306	0.976046	0.973524	0.976419	0.977276	0.974377	0.973978	0.975771
7199	1	-1557.669	-1625.11	67.44141	0.965484	0.973736	0.969654	0.968812	0.969735	0.972921	0.972434	0.969783	0.970181	0.970391
7200	0	-1574.51	-1625.668	51.15772	0.983802	0.986727	0.987476	0.984546	0.98564	0.987455	0.988222	0.987817	0.985265	0.98613
7201	1	-1557.912	-1625.354	67.44141	0.959281	0.960195	0.959715	0.955691	0.956084	0.964255	0.964465	0.963627	0.960999	0.964157
7202	0	-1574.086	-1625.244	51.15772	0.961471	0.962201	0.965062	0.966134	0.963268	0.964016	0.965791	0.963296	0.962901	0.963747
7203	1	-1558.099	-1625.54	67.44141	0.956367	0.956759	0.956967	0.956488	0.95388	0.954789	0.957926	0.95391	0.953081	0.961228
7204	0	-1573.978	-1625.136	51.15772	0.974298	0.973899	0.975692	0.976549	0.973652	0.971136	0.974024	0.97478	0.97552	0.976604
7205	1	-1557.684	-1625.126	67.44141	0.964839	0.968009	0.965369	0.964531	0.96474	0.972986	0.973386	0.969305	0.96882	0.969743
7206	0	-1574.126	-1625.284	51.15772	0.978088	0.978947	0.978546	0.976017	0.977814	0.978574	0.975671	0.976755	0.979659	0.980403
7207	1	-1557.904	-1625.345	67.44141	0.979227	0.978737	0.979139	0.980072	0.980285	0.976175	0.973513	0.981834	0.985059	0.984204
7208	0	-1575.111	-1626.268	51.15772	0.989694	0.990463	0.991563	0.989001	0.989751	0.99062	0.993566	0.993159	0.990213	0.992036
7209	1	-1557.809	-1625.251	67.44141	0.977399	0.976911	0.977312	0.978243	0.978455	0.974353	0.971696	0.980001	0.983221	0.982367
7210	0	-1573.911	-1625.069	51.15772	0.970271	0.971025	0.972103	0.969591	0.970327	0.971179	0.974067	0.973668	0.970779	0.972567
7211	1	-1559.054	-1626.496	67.44141	0.946557	0.947458	0.943486	0.943015	0.951075	0.951465	0.950639	0.950845	0.953969	0.951368
7212	0	-1574.177	-1625.335	51.15772	0.959619	0.960685	0.961432	0.962161	0.959675	0.962529	0.963374	0.960516	0.960122	0.96189
7213	1	-1557.729	-1625.17	67.44141	0.963345	0.962508	0.970735	0.973924	0.969841	0.967196	0.968118	0.968328	0.967843	0.968241
7214	0	-1574.14	-1625.298	51.15772	0.97835	0.979209	0.976679	0.976279	0.977038	0.978837	0.979924	0.977017	0.977758	0.980666
7215	1	-1557.893	-1625.335	67.44141	0.95962	0.955597	0.956508	0.964683	0.964201	0.963363	0.963759	0.966925	0.967135	0.964498
7216	0	-1574.041	-1625.198	51.15772	0.962567	0.963412	0.960923	0.960529	0.961276	0.963046	0.964116	0.961255	0.961985	0.964845
7217	1	-1558.388	-1625.829	67.44141	0.952807	0.951979	0.955107	0.963271	0.960644	0.956616	0.956824	0.957735	0.958128	0.957649
7218	0	-1574.143	-1625.3	51.15772	0.978404	0.980205	0.979804	0.976897	0.977755	0.980662	0.978128	0.97887	0.979631	0.980719
7219	1	-1557.639	-1625.08	67.44141	0.967254	0.970432	0.96959	0.966945	0.97521	0.975422	0.971332	0.971731	0.972657	0.97217
7220	0	-1573.937	-1625.095	51.15772	0.97252	0.972122	0.973912	0.974767	0.971875	0.969364	0.972246	0.973002	0.97374	0.974822
7221	1	-1559.425	-1626.867	67.44141	0.943695	0.944594	0.944122	0.940164	0.94055	0.948589	0.948795	0.947971	0.945386	0.948492
7222	0	-1574.827	-1625.985	51.15772	0.987162	0.990098	0.990849	0.987909	0.989007	0.990828	0.991598	0.991192	0.988631	0.989498
7223	1	-1558.231	-1625.673	67.44141	0.983856	0.983001	0.991403	0.994661	0.990491	0.98779	0.988731	0.988945	0.988451	0.988856
7224	0	-1576.022	-1627.18	51.15772	0.941494	0.938701	0.940429	0.943226	0.942839	0.943555	0.944383	0.945432	0.942989	0.943722
7225	1	-1558.647	-1626.088	67.44141	0.950149	0.949323	0.957437	0.960583	0.956556	0.953947	0.954856	0.955063	0.954586	0.954978
7226	0	-1573.958	-1625.115	51.15772	0.965269	0.968139	0.968874	0.966	0.967073	0.968853	0.969606	0.969209	0.966705	0.967553
7227	1	-1558.027	-1625.469	67.44141	0.957399	0.954788	0.954995	0.958133	0.958526	0.957693	0.957215	0.965396	0.966316	0.962265
7228	0	-1573.965	-1625.123	51.15772	0.973831	0.975625	0.975225	0.972332	0.973185	0.976079	0.973557	0.974296	0.975053	0.976136
7229	1	-1557.751	-1625.192	67.44141	0.976011	0.984353	0.980226	0.979375	0.980308	0.983529	0.983037	0.980356	0.980759	0.980971
7230	0	-1576.036	-1627.194	51.15772	0.996318	0.997192	0.996784	0.994208	0.996039	0.996813	0.993856	0.99496	0.997918	0.998676
7231	1	-1557.764	-1625.205	67.44141	0.962385	0.961904	0.962298	0.963215	0.963424	0.959385	0.956769	0.964947	0.968117	0.967276
7232	0	-1573.97	-1625.128	51.15772	0.964754	0.964359	0.965206	0.966983	0.964485	0.961623	0.962371	0.965232	0.966304	0.967038
7233	1	-1557.628	-1625.07	67.44141	0.968416	0.967575	0.975845	0.979051	0.974947	0.972288	0.973214	0.973425	0.972938	0.973338
7234	0	-1573.911	-1625.069	51.15772	0.968557	0.966055	0.966805	0.967654	0.968729	0.968332	0.969067	0.970851	0.973738	0.970849
7235	1	-1557.809	-1625.251	67.44141	0.977394	0.977796	0.978008	0.977519	0.974853	0.975782	0.978988	0.974883	0.974037	0.982362
7236	0	-1573.965	-1625.123	51.15772	0.973827	0.973428	0.974283	0.976077	0.973554	0.970666	0.97142	0.974309	0.975391	0.976131
7237	1	-1557.782	-1625.224	67.44141	0.976784	0.972689	0.973616	0.981938	0.981447	0.980595	0.980997	0.98422	0.984434	0.981749
7238	0	-1573.91	-1625.067	51.15772	0.969799	0.970651	0.968143	0.967746	0.968498	0.970282	0.971359	0.968478	0.969213	0.972094
7239	1	-1557.63	-1625.072	67.44141	0.968121	0.967637	0.968034	0.968957	0.969167	0.965104	0.962472	0.970698	0.973888	0.973042
7240	0	-1574.137	-1625.294	51.15772	0.960395	0.961124	0.962191	0.965052	0.965802	0.962937	0.960449	0.962217	0.963062	0.962668
7241	1	-1557.662	-1625.104	67.44141	0.972975	0.973901	0.973414	0.969334	0.969731	0.97802	0.978232	0.977383	0.974717	0.97792
7242	0	-1574.086	-1625.244	51.15772	0.961457	0.961063	0.962833	0.963678	0.960819	0.958337	0.961186	0.961933	0.962663	0.963732
7243	1	-1558.397	-1625.839	67.44141	0.952699	0.955829	0.953223	0.952395	0.952602	0.960744	0.961138	0.957109	0.95663	0.957541
7244	0	-1575.853	-1627.01	51.15772	0.942663	0.943378	0.946183	0.947234	0.944424	0.945158	0.946898	0.944452	0.944065	0.944894
7245	1	-1558.188	-1625.63	67.44141	0.955167	0.954338	0.957473	0.965657	0.963024	0.958986	0.959195	0.960108	0.960502	0.960022
7246	0	-1574.014	-1625.172	51.15772	0.963298	0.964368	0.9651	0.96585	0.968721	0.966218	0.963352	0.964198	0.965973	0.965578
7247	1	-1557.627	-1625.069	67.44141	0.970174	0.971099	0.970613	0.966544	0.966941	0.975205	0.975417	0.97457	0.971912	0.975105
7248	0	-1574.396	-1625.554	51.15772	0.956173	0.959016	0.959744	0.956897	0.95796	0.959724	0.96047	0.960076	0.957595	0.958436
7249	1	-1558.145	-1625.586	67.44141	0.955734	0.956126	0.955648	0.955855	0.956766	0.954157	0.950157	0.953278	0.961426	0.960591
7250	0	-1574.17	-1625.327	51.15772	0.978906	0.979765	0.979364	0.976834	0.978632	0.979393	0.976487	0.977572	0.980479	0.981223
7251	1	-1560.558	-1627.999	67.44141	0.936371	0.936755	0.936287	0.93649	0.937382	0.934826	0.930907	0.933965	0.941948	0.94113
7252	0	-1574.043	-1625.201	51.15772	0.962506	0.965368	0.962504	0.963235	0.965008	0.96608	0.965685	0.966435	0.967284	0.964784
7253	1	-1558.087	-1625.529	67.44141	0.982039	0.979361	0.979574	0.982792	0.983195	0.982341	0.98185	0.990242	0.991186	0.98703
7254	0	-1574.009	-1625.167	51.15772	0.975309	0.976165	0.975765	0.973244	0.975036	0.975794	0.972899	0.97398	0.976876	0.977617
