Family,Genus,Species Name,Authority,*Taxonomic Notes,Country Distribution,Endemic,State Distribution,IUCN Red List Assessment,IUCN Red List Assessment Year,NatureServe Grank,NatureServe Grank Year,Federal Listing Status,Federal Listing Year,Ex-situ Collections
Moraceae,Ficus,Ficus americana,Aubl.,,"Saint Kitts and Nevis, Haiti, Honduras, Jamaica, Mexico, Montserrat, Nicaragua, Peru, Saint Vincent and the Grenadines, Trinidad and Tobago, United States, Venezuela, Bolivarian Republic of, Puerto Rico, Guyana, Panama, Colombia, Guatemala, Saint Lucia, Bahamas, Belize, Bolivia, Plurinational State of, Bonaire, Sint Eustatius and Saba, Antigua and Barbuda, Costa Rica, Cuba, Dominica, Dominican Republic, Ecuador, El Salvador, Grenada, Guadeloupe",No,FL,Least Concern,2019,GNR,1994,Not listed,Not listed,11
Moraceae,Ficus,Ficus aurea,Nutt.,,"Honduras, Haiti, Turks and Caicos Islands, Panama, Nicaragua, Jamaica, United States, El Salvador, Dominican Republic, Cuba, Costa Rica, Cayman Islands, Belize, Bahamas, Mexico, Guatemala",No,FL,Least Concern,2020,G5,1995,Not listed,Not listed,24
Moraceae,Ficus,Ficus citrifolia,Mill.,,"Honduras, Paraguay, Panama, Nicaragua, Montserrat, Mexico, Puerto Rico, Jamaica, Aruba, Martinique, Saint Bathélemy, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Turks and Caicos Islands, United States, Venezuela, Bolivarian Republic of, Virgin Islands, British, Virgin Islands, U.S., Haiti, Saint Martin, Bermuda, Barbados, Guatemala, Anguilla, Antigua and Barbuda, Argentina, Belize, Bolivia, Plurinational State of, Bonaire, Sint Eustatius and Saba, Brazil, Ecuador, Guadeloupe, Grenada, Bahamas, El Salvador, Cayman Islands, Dominican Republic, Dominica, Cuba, Costa Rica, Colombia",No,FL,Least Concern,2019,G5,1994,Not listed,Not listed,22
Oleaceae,Forestiera,Forestiera acuminata,(Michx.) Poir.,,United States,Yes,"AL, AR, FL, GA, IL, IN, KS, KY, LA, MO, MS, OK, SC, TN, TX",Least Concern,2020,G5,1985,Not listed,Not listed,21
Oleaceae,Forestiera,Forestiera angustifolia,Torr.,,"Mexico, United States",No,TX,Least Concern,2020,G5,1992,Not listed,Not listed,3
Oleaceae,Forestiera,Forestiera reticulata,Torr.,,"Mexico, United States",No,TX,Least Concern,2021,G5,1992,Not listed,Not listed,Not on PlantSearch
Oleaceae,Forestiera,Forestiera segregata,(Jacq.) Krug & Urb.,,"Virgin Islands, U.S., Jamaica, Antigua and Barbuda, Virgin Islands, British, United States, Turks and Caicos Islands, Puerto Rico, Dominican Republic, Cuba, Cayman Islands, Bahamas, Anguilla, Bermuda, Haiti",No,"FL, GA, SC",Least Concern,2020,G4,2001,Not listed,Not listed,12
Oleaceae,Forestiera,Forestiera shrevei,Standl.,,United States,Yes,AZ,Least Concern,2020,G4,1994,Not listed,Not listed,Not on PlantSearch
Rhamnaceae,Frangula,Frangula betulifolia,(Greene) Grubov,,"Mexico, United States",No,"AZ, NM, NV, TX, UT",Least Concern,2020,G4,1994,Not listed,Not listed,4
Rhamnaceae,Frangula,Frangula californica,(Eschsch.) A.Gray,,United States,Yes,"AZ, CA, HI, NM, NV, OR",Least Concern,2020,G5,2000,Not listed,Not listed,21
Rhamnaceae,Frangula,Frangula caroliniana,(Walter) A.Gray,,United States,Yes,"AL, AR, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OH, OK, SC, TN, TX, VA",Least Concern,2020,G5,1988,Not listed,Not listed,24
Rhamnaceae,Frangula,Frangula purshiana,Cooper,,"United States, Canada",No,"CA, ID, MT, OR, WA",Least Concern,2018,G5,2017,Not listed,Not listed,27
Theaceae,Franklinia,Franklinia alatamaha,Marshall,,United States,Yes,,Extinct in the Wild,2015,GH,2000,Not listed,Not listed,117
Oleaceae,Fraxinus,Fraxinus albicans,Buckley,,"Mexico, United States",No,"OK, TX",Near Threatened,2020,G5,1994,Not listed,Not listed,5
Oleaceae,Fraxinus,Fraxinus americana,L.,,United States,Yes,"AL, AR, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV",Critically Endangered,2017,G4,2021,Not listed,Not listed,213
Oleaceae,Fraxinus,Fraxinus anomala,Torr. ex S.Watson,,United States,Yes,"AZ, CA, CO, NM, NV, UT, WY",Least Concern,2017,G4,2010,Not listed,Not listed,17
Oleaceae,Fraxinus,Fraxinus berlandieriana,A.DC.,,"Mexico, United States",No,"NM, TX",Least Concern,2017,G5,1992,Not listed,Not listed,6
Oleaceae,Fraxinus,Fraxinus caroliniana,Mill.,,"Cuba, United States",No,"AL, AR, FL, GA, LA, MD, MS, NC, SC, TX, VA",Endangered,2017,G4,2021,Not listed,Not listed,25
Oleaceae,Fraxinus,Fraxinus cuspidata,Torr.,,"Mexico, United States",No,"AZ, CA, NM, NV, TX",Least Concern,2017,G4,1995,Not listed,Not listed,5
Oleaceae,Fraxinus,Fraxinus dipetala,Hook. & Arn.,,"Mexico, United States",No,"AZ, CA, NV, UT",Least Concern,2017,G5,1999,Not listed,Not listed,22
Oleaceae,Fraxinus,Fraxinus gooddingii,Little,,"Mexico, United States",No,AZ,Least Concern,2018,G3,2017,Not listed,Not listed,4
Oleaceae,Fraxinus,Fraxinus greggii,A.Gray,,"Mexico, United States",No,"AZ, NM, TX",Least Concern,2017,G5,1992,Not listed,Not listed,16
Oleaceae,Fraxinus,Fraxinus latifolia,Benth.,,"United States, Canada",No,"CA, OR, WA",Near Threatened,2017,G5,1990,Not listed,Not listed,69
Oleaceae,Fraxinus,Fraxinus nigra,Marshall,,"Canada, United States",No,"CT, DC, DE, IA, IL, IN, MA, MD, ME, MI, MN, ND, NH, NJ, NY, OH, PA, RI, VA, VT, WI, WV",Critically Endangered,2017,G5,2016,Not listed,Not listed,67
Oleaceae,Fraxinus,Fraxinus pennsylvanica,Marshall,,"Canada, United States",No,"AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY",Critically Endangered,2017,G4,2021,Not listed,Not listed,193
Oleaceae,Fraxinus,Fraxinus profunda,(Bush) Bush,,United States,Yes,"AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA",Critically Endangered,2017,G4,2021,Not listed,Not listed,37
Oleaceae,Fraxinus,Fraxinus quadrangulata,Michx.,,United States,Yes,"AL, AR, GA, IA, IL, IN, KS, KY, MI, MN, MO, MS, OH, OK, PA, TN, VA, WI, WV",Critically Endangered,2017,G4,2021,Not listed,Not listed,97
Oleaceae,Fraxinus,Fraxinus velutina,Torr.,,Mexico; United States,No,"AZ, CA, NM, NV, TX, UT",Least Concern,2017,G5,2010,Not listed,Not listed,54
Malvaceae,Fremontodendron,Fremontodendron californicum,(Torr.) Coult.,,United States,Yes,"AZ, CA",Least Concern,2020,G4,2018,Not listed,Not listed,45
Malvaceae,Fremontodendron,Fremontodendron mexicanum,Davidson,,"Mexico, United States",No,CA,Endangered,2022,G2,2020,Endangered,1998,23
Garryaceae,Garrya,Garrya elliptica,Douglas ex Lindl.,,United States,Yes,"CA, OR",Least Concern,2020,G5,1990,Not listed,Not listed,81
Garryaceae,Garrya,Garrya flavescens,S.Watson,,"Mexico, United States",No,"AZ, CA, NM, NV, UT",Least Concern,2020,G3,1993,Not listed,Not listed,12
Garryaceae,Garrya,Garrya fremontii,Torr.,,United States,Yes,"CA, OR, WA",Least Concern,2020,G4,1988,Not listed,Not listed,24
Garryaceae,Garrya,Garrya ovata,Benth.,,"Mexico, United States",No,"NM, TX",Least Concern,2020,G5,1995,Not listed,Not listed,7
Garryaceae,Garrya,Garrya veatchii,Kellogg,,"United States, Mexico",No,CA,Least Concern,2020,G5,1988,Not listed,Not listed,7
Garryaceae,Garrya,Garrya wrightii,Torr.,,"Mexico, United States",No,"AZ, NM, TX",Least Concern,2020,G5,1992,Not listed,Not listed,14
Fabaceae,Gleditsia,Gleditsia aquatica,Marshall,,United States,Yes,"AL, AR, FL, GA, IL, IN, KY, LA, MO, MS, NC, NY, SC, TN, TX, VA",Least Concern,2019,G5,1988,Not listed,Not listed,38
Fabaceae,Gleditsia,Gleditsia triacanthos,L.,,"Mexico, United States",No,"AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY",Least Concern,2018,G5,2016,Not listed,Not listed,208
Theaceae,Gordonia,Gordonia lasianthus,(L.) J.Ellis,,United States,Yes,"AL, FL, GA, MS, NC, SC",Least Concern,2015,G5,1986,Not listed,Not listed,28
Malvaceae,Gossypium,Gossypium thurberi,Tod.,,"United States, Mexico",No,AZ,Endangered,2020,G4,2020,Not listed,Not listed,19
Zygophyllaceae,Guaiacum,Guaiacum officinale,L.,,"Martinique, Virgin Islands, U.S., Virgin Islands, British, Venezuela, Bolivarian Republic of, United States, Turks and Caicos Islands, Suriname, Sint Maarten, Saint Vincent and the Grenadines, Saint Martin, Saint Bathélemy, Montserrat, Jamaica, Barbados, Anguilla, Puerto Rico, Bahamas, Haiti, Bonaire, Sint Eustatius and Saba, Colombia, Cuba, Curaçao, Dominica, Dominican Republic, Grenada, Guadeloupe, Guyana, Antigua and Barbuda",No,FL,Endangered,2019,G4,1994,Not listed,Not listed,48
Zygophyllaceae,Guaiacum,Guaiacum sanctum,L.,,"Honduras, Puerto Rico, Panama, Costa Rica, Nicaragua, United States, Mexico, Guatemala, Cuba, Belize, Bahamas, Dominican Republic, Haiti",No,FL,Near Threatened,2017,G2,2020,Not listed,Not listed,42
Nyctaginaceae,Guapira,Guapira discolor,(Spreng.) Little,,"Dominican Republic, Turks and Caicos Islands, Puerto Rico, Jamaica, Haiti, United States, Cuba, Cayman Islands, Bahamas, Honduras",No,FL,Least Concern,2020,G4,2019,Not listed,Not listed,7
Nyctaginaceae,Guapira,Guapira obtusata,(Jacq.) Little,,"Jamaica, United States, Turks and Caicos Islands, Puerto Rico, Haiti, Dominican Republic, Cuba, Bahamas, Brazil",No,FL,Least Concern,2020,GNR,,Not listed,Not listed,3
Rubiaceae,Guettarda,Guettarda elliptica,Sw.,,"Haiti, Venezuela, Bolivarian Republic of, United States, Turks and Caicos Islands, Puerto Rico, Panama, Virgin Islands, U.S., Jamaica, Dominican Republic, Cuba, Colombia, Cayman Islands, Belize, Bahamas, Mexico, Guatemala",No,FL,Least Concern,2020,G4,1988,Not listed,Not listed,5
Rubiaceae,Guettarda,Guettarda scabra,(L.) Lam.,,"Montserrat, Virgin Islands, U.S., Venezuela, Bolivarian Republic of, United States, Turks and Caicos Islands, Puerto Rico, Dominican Republic, Dominica, Cuba, Colombia, Bonaire, Sint Eustatius and Saba, Bahamas, Guadeloupe, Trinidad and Tobago",No,FL,Least Concern,2014,G4,1994,Not listed,Not listed,9
Celastraceae,Gyminda,Gyminda latifolia,(Sw.) Urb.,,"Virgin Islands, British, Mexico, Montserrat, Puerto Rico, Virgin Islands, U.S., Saint Martin, Saint Lucia, Trinidad and Tobago, United States, Martinique, Turks and Caicos Islands, Anguilla, Jamaica, Saint Vincent and the Grenadines, Antigua and Barbuda, Bahamas, Barbados, Cayman Islands, Cuba, Dominican Republic, Guadeloupe, Haiti, Bonaire, Sint Eustatius and Saba",No,FL,Least Concern,2020,G4,1995,Not listed,Not listed,4
Euphorbiaceae,Gymnanthes,Gymnanthes lucida,Sw.,,"Virgin Islands, British, Jamaica, Mexico, Puerto Rico, Saint Bathélemy, Virgin Islands, U.S., United States, Honduras, Costa Rica, Turks and Caicos Islands, Haiti, Guatemala, Guadeloupe, Cuba, Bonaire, Sint Eustatius and Saba, Belize, Bahamas, Antigua and Barbuda, Anguilla, Dominican Republic",No,FL,Least Concern,2020,G4,1994,Not listed,Not listed,6
Fabaceae,Gymnocladus,Gymnocladus dioicus,(L.) K.Koch,,"Canada, United States",No,"AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV",Vulnerable,2020,G5,1984,Not listed,Not listed,133
Styracaceae,Halesia,Halesia carolina,L.,,United States,Yes,KY,Least Concern,2018,G5,2010,Not listed,Not listed,146
Styracaceae,Halesia,Halesia diptera,L.,,United States,Yes,"AL, AR, FL, GA, LA, MS, OK, SC, TX",Least Concern,2020,G5,1984,Not listed,Not listed,54
Hamamelidaceae,Hamamelis,Hamamelis vernalis,Sarg.,,United States,Yes,"AR, MO, OK, TX",Least Concern,2020,G4,1991,Not listed,Not listed,143
Hamamelidaceae,Hamamelis,Hamamelis virginiana,L.,,"United States, Canada",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,246
Rubiaceae,Hamelia,Hamelia patens,Jacq.,,"Peru, Haiti, Honduras, Jamaica, Martinique, Mexico, Nicaragua, Paraguay, Guadeloupe, Puerto Rico, Saint Vincent and the Grenadines, Trinidad and Tobago, United States, Venezuela, Bolivarian Republic of, Virgin Islands, U.S., Panama, Costa Rica, Antigua and Barbuda, Argentina, Bahamas, Belize, Bolivia, Plurinational State of, Guyana, Colombia, Guatemala, Cuba, Dominica, Dominican Republic, Ecuador, El Salvador, French Guiana, Brazil",No,FL,Least Concern,2019,G5,1994,Not listed,Not listed,104
Fabaceae,Havardia,Havardia pallens,(Benth.) Britton & Rose,,"Mexico, United States",No,TX,Least Concern,2019,G4,1992,Not listed,Not listed,14
Rutaceae,Helietta,Helietta parvifolia,(A.Gray) Benth.,,"Mexico, United States",No,TX,Least Concern,2020,G4,1994,Not listed,Not listed,2
Cupressaceae,Hesperocyparis,Hesperocyparis nevadensis,(Abrams) Bartel,,United States,Yes,CA,Endangered,2013,G2,2008,Not listed,Not listed,5
Cupressaceae,Hesperocyparis,Hesperocyparis pygmaea,(Lemmon) Bartel,*Assessed as Cupressus goveniana var. goveniana,United States,Yes,CA,Endangered,2013,G1,2017,Not listed,Not listed,5
Cupressaceae,Hesperocyparis,Hesperocyparis stephensonii,(C.B.Wolf) Bartel,,United States,Yes,CA,Critically Endangered,2013,G1,2021,Not listed,Not listed,6
Rosaceae,Heteromeles,Heteromeles arbutifolia,(Lindl.) M. Roem.,,"Mexico, United States",No,CA,Least Concern,2020,G5,1988,Not listed,Not listed,56
Phyllanthaceae,Heterosavia,Heterosavia bahamensis,(Britton) Petra Hoffm.,,"Cuba, United States, Turks and Caicos Islands, Honduras, Cayman Islands, Bahamas, Jamaica",No,FL,Least Concern,2020,G4,1995,Not listed,Not listed,2
Euphorbiaceae,Hippomane,Hippomane mancinella,L.,,"Puerto Rico, Virgin Islands, British, Jamaica, Haiti, Mexico, Montserrat, Nicaragua, Panama, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Turks and Caicos Islands, Guatemala, Venezuela, Bolivarian Republic of, Honduras, Virgin Islands, U.S., United States, Bonaire, Sint Eustatius and Saba, Martinique, Guadeloupe, Anguilla, Antigua and Barbuda, Aruba, Bahamas, Belize, Cayman Islands, Dominican Republic, Grenada, Barbados, Ecuador, Colombia, Dominica, Curaçao, Cuba, Costa Rica, El Salvador",No,FL,Least Concern,2019,G5,1994,Not listed,Not listed,4
Sapindaceae,Hypelate,Hypelate trifoliata,Sw.,,"Jamaica, Anguilla, United States, Turks and Caicos Islands, Saint Martin, Puerto Rico, Haiti, Dominican Republic, Cuba, Cayman Islands, Bahamas",No,FL,Least Concern,2020,G4,2001,Not listed,Not listed,7
Clusiaceae,Hypericum,Hypericum chapmanii,P.B.Adams,,United States,Yes,FL,Near Threatened (ESTIMATED),ESTIMATED ASSESSMENT,G3,2020,Not listed,Not listed,1
Aquifoliaceae,Ilex,Ilex ambigua,(Michx.) Torr.,,United States,Yes,"AL, AR, FL, GA, KY, LA, MS, NC, OK, SC, TN, TX, VA, WV",Least Concern,2018,G5,1992,Not listed,Not listed,12
Aquifoliaceae,Ilex,Ilex amelanchier,M.A.Curtis ex Chapm.,,United States,Yes,"AL, FL, GA, LA, MS, NC, SC",Least Concern,2018,G4,1994,Not listed,Not listed,26
Aquifoliaceae,Ilex,Ilex cassine,L.,,"Cuba, United States",No,"AL, FL, GA, LA, MS, NC, SC, TX",Least Concern,2018,G5,1988,Not listed,Not listed,34
Aquifoliaceae,Ilex,Ilex collina,Alexander,,United States,Yes,"GA, NC, TN, VA, WV",Vulnerable,2018,G3,2020,Not listed,Not listed,19
Aquifoliaceae,Ilex,Ilex coriacea,(Pursh) Chapm.,,United States,Yes,"AL, FL, GA, LA, MS, NC, NJ, SC, TX, VA",Least Concern,2018,G5,1985,Not listed,Not listed,18
Aquifoliaceae,Ilex,Ilex cuthbertii,Small,,United States,Yes,"GA, SC",Endangered,2018,G1,2020,Not listed,Not listed,1
Aquifoliaceae,Ilex,Ilex decidua,Walter,,"Mexico, United States",No,"AL, AR, DC, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA",Least Concern,2018,G5,1984,Not listed,Not listed,84
Aquifoliaceae,Ilex,Ilex krugiana,Loes.,,"Bahamas, Dominican Republic, Haiti, United States",No,FL,Least Concern,2022,G3,2021,Not listed,Not listed,5
Aquifoliaceae,Ilex,Ilex laevigata,(Pursh) A.Gray,,United States,Yes,"CT, DC, DE, GA, MA, MD, ME, NC, NH, NJ, NY, PA, RI, SC, VA, VT",Least Concern,2018,G5,1984,Not listed,Not listed,33
Aquifoliaceae,Ilex,Ilex longipes,Chapm. ex Trel.,,United States,Yes,"AL, AR, FL, GA, LA, MS, NC, SC, TN, TX",Least Concern,2018,G5,1986,Not listed,Not listed,18
Aquifoliaceae,Ilex,Ilex montana,Torr. & A.Gray,,United States,Yes,"AL, CT, GA, KY, MA, MD, MS, NC, NJ, NY, PA, SC, TN, VA, WV",Least Concern,2020,G5,1984,Not listed,Not listed,21
Aquifoliaceae,Ilex,Ilex mucronata,"(L.) M.Powell, Savol. & S.Andrews",,"Canada, Saint Pierre and Miquelon, United States",No,"CT, IL, IN, MA, MD, ME, MI, MN, NH, NJ, NY, OH, PA, RI, VT, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,22
Aquifoliaceae,Ilex,Ilex myrtifolia,Walter,,United States,Yes,"AL, FL, GA, LA, MS, NC, SC, TX",Least Concern,2018,G5,1984,Not listed,Not listed,24
Aquifoliaceae,Ilex,Ilex opaca,Aiton,,United States,Yes,"AL, AR, CT, DC, DE, FL, GA, IL, KY, LA, MA, MD, ME, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV",Least Concern,2018,G5,1983,Not listed,Not listed,130
Aquifoliaceae,Ilex,Ilex verticillata,(L.) A.Gray,,"Canada, Saint Pierre and Miquelon, United States",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,195
Aquifoliaceae,Ilex,Ilex vomitoria,Aiton,,"Cuba, Mexico, United States",No,"AL, AR, FL, GA, LA, MS, NC, OK, SC, TX, VA",Least Concern,2018,G5,1984,Not listed,Not listed,61
Schisandraceae,Illicium,Illicium floridanum,J.Ellis,,"Mexico, United States",No,"AL, FL, GA, LA, MS",Least Concern,2019,G5,1991,Not listed,Not listed,68
Schisandraceae,Illicium,Illicium parviflorum,Michx. ex Vent.,,"Dominican Republic, United States",No,"FL, GA",Endangered (ESTIMATED),ESTIMATED ASSESSMENT,G2,2015,Not listed,Not listed,45
Primulaceae,Jacquinia,Jacquinia keyensis,Mez,,"Bahamas, United States, Turks and Caicos Islands, Jamaica, Haiti, Cayman Islands, Cuba",No,FL,Least Concern,2020,G4,1988,Not listed,Not listed,8
Euphorbiaceae,Jatropha,Jatropha cinerea,(Ortega) Müll.Arg.,,"Mexico, United States",No,AZ,Least Concern,2019,G5,1999,Not listed,Not listed,25
Juglandaceae,Juglans,Juglans californica,S.Watson,,United States,Yes,CA,Near Threatened,2019,G3,2014,Not listed,Not listed,25
Juglandaceae,Juglans,Juglans cinerea,L.,,"United States, Canada",No,"AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WA, WI, WV",Endangered,2019,G3,2019,Not listed,Not listed,139
Juglandaceae,Juglans,Juglans hindsii,Jeps. ex R.E.Sm.,,United States,Yes,CA,Least Concern,2020,G5,2020,Not listed,Not listed,28
Juglandaceae,Juglans,Juglans major,(Torr.) A.Heller,,"United States, Mexico",No,"AZ, NM, TX, UT",Least Concern,2019,G4,1991,Not listed,Not listed,32
Juglandaceae,Juglans,Juglans microcarpa,Berland.,,"Mexico, United States",No,"KS, NM, OK, TX",Least Concern,2019,G5,1989,Not listed,Not listed,66
Juglandaceae,Juglans,Juglans nigra,L.,,"Canada, United States",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY",Least Concern,2018,G5,1984,Not listed,Not listed,230
Cupressaceae,Juniperus,Juniperus arizonica,(R.P.Adams) R.P.Adams,,"Mexico, United States",No,"AZ, NM, TX",Least Concern,2020,GNR,,Not listed,Not listed,2
Cupressaceae,Juniperus,Juniperus ashei,J.Buchholz,,"Mexico, United States",No,"AR, MO, NM, OK, TX",Least Concern,2020,G5,1986,Not listed,Not listed,26
Cupressaceae,Juniperus,Juniperus californica,Carrière,,"United States, Mexico",No,"AZ, CA, NV",Least Concern,2013,G4,1988,Not listed,Not listed,24
Cupressaceae,Juniperus,Juniperus coahuilensis,(Martínez) Gaussen ex R.P.Adams,,"Mexico, United States",No,"AZ, NM, TX",Least Concern,2020,G4,1991,Not listed,Not listed,7
Cupressaceae,Juniperus,Juniperus communis,L.,,"Mongolia, Norway, Netherlands, Nepal, Montenegro, Pakistan, Monaco, Moldova, Malta, Lebanon, Poland, Kyrgyzstan, Sweden, Korea, Republic of, Latvia, Switzerland, Korea, Democratic People's Republic of, United States, United Kingdom, Ukraine, Turkmenistan, Serbia, Tajikistan, Portugal, Spain, Cyprus, San Marino, Uzbekistan, Russian Federation, Romania, Turkey, Armenia, Afghanistan, Denmark, Andorra, Kazakhstan, Austria, Azerbaijan, Belgium, Bulgaria, Canada, China, Czech Republic, Estonia, Faroe Islands, Finland, India, Albania, Japan, Italy, Ireland, France, Iran, Islamic Republic of, Iceland, Hungary, Greenland, Greece, Gibraltar, Germany, Georgia, Iraq",No,"AK, AL, AZ, CA, CO, CT, DE, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TX, UT, VA, VT, WA, WI, WV, WY",Least Concern,2013,G5,2016,Not listed,Not listed,220
Cupressaceae,Juniperus,Juniperus deppeana,Steud.,,"Mexico, United States",No,"AZ, NM, TX",Least Concern,2013,G5,1990,Not listed,Not listed,28
Cupressaceae,Juniperus,Juniperus flaccida,Schltdl.,,"United States, Mexico",No,TX,Least Concern,2013,G4,1995,Not listed,Not listed,22
Cupressaceae,Juniperus,Juniperus grandis,R.P.Adams,,United States,Yes,"CA, NV",Not Evaluated,,G3,2000,Not listed,Not listed,5
Cupressaceae,Juniperus,Juniperus monosperma,(Engelm.) Sarg.,,United States,Yes,"AZ, CO, NM, OK, TX, UT",Least Concern,2013,G4,1987,Not listed,Not listed,34
Cupressaceae,Juniperus,Juniperus occidentalis,Hook.,,United States,Yes,"CA, ID, NV, OR, WA",Least Concern,2013,G5,1999,Not listed,Not listed,35
Cupressaceae,Juniperus,Juniperus osteosperma,(Torr.) Little,,United States,Yes,"AZ, CA, CO, ID, MT, NM, NV, UT, WY",Least Concern,2013,G5,1987,Not listed,Not listed,27
